Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Jørgen Strand Larsen,9,no NOR,FW,24-324,89,1,0,1,0,0,1,1,100.0,0,2,0,2,0,1,0,0
Craig Dawson,15,eng ENG,"CB,FW",34-234,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Matheus Cunha,10,br BRA,AM,25-213,90,4,1,4,0,0,2,3,66.7,1,2,0,2,1,5,0,0
Gonçalo Guedes,29,pt POR,AM,28-027,73,2,1,0,2,0,0,0,,0,1,0,1,0,2,0,0
Hwang Hee-chan,11,kr KOR,"AM,FW",28-335,17,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
João Gomes,8,br BRA,CM,23-318,73,1,0,1,0,0,1,3,33.3,2,1,1,0,2,3,2,0
Tommy Doyle,20,eng ENG,CM,23-070,17,2,2,2,0,0,1,1,100.0,0,3,1,2,1,3,0,0
André,7,br BRA,CM,23-163,90,4,4,1,3,0,1,1,100.0,0,3,0,3,2,6,1,0
Rayan Aït-Nouri,3,dz ALG,WB,23-203,86,1,1,1,0,0,0,0,,0,1,0,1,0,1,0,0
Rodrigo Gomes,19,pt POR,WB,21-172,4,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,1,0
Nélson Semedo,22,pt POR,WB,31-040,89,2,2,0,2,0,1,1,100.0,0,1,1,0,0,2,2,0
Jean-Ricner Bellegarde,27,fr FRA,AM,26-182,1,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
Toti Gomes,24,pt POR,CB,25-345,90,5,4,3,2,0,4,4,100.0,0,2,1,1,1,6,5,0
Santiago Bueno,4,uy URU,CB,26-047,90,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,4,0
Matt Doherty,2,ie IRL,"CB,WB",32-345,90,2,2,1,1,0,1,1,100.0,0,0,0,0,5,7,5,0
José Sá,1,pt POR,GK,31-344,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
