Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Jean-Philippe Mateta,14,fr FRA,FW,27-134,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Ismaila Sarr,7,sn SEN,AM,26-258,87,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Asher Agbinone,64,eng ENG,AM,19-042,3,2,1,0,2,0,0,0,,0,0,0,0,0,2,0,0
Daichi Kamada,18,jp JPN,"AM,CM",28-096,75,0,0,0,0,0,0,2,0.0,2,1,0,1,2,2,3,0
Marc Guéhi,6,eng ENG,"CB,CM",24-119,90,3,2,1,2,0,1,3,33.3,2,1,1,0,1,4,4,0
Justin Devenny,55,nir NIR,CM,21-029,73,3,2,3,0,0,2,2,100.0,0,0,0,0,0,3,1,0
Jeffrey Schlupp,15,gh GHA,CM,31-322,17,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Tyrick Mitchell,3,eng ENG,WB,25-069,90,3,2,2,0,1,0,2,0.0,2,2,0,2,0,3,2,0
Daniel Muñoz,12,co COL,"WB,AM",28-167,87,3,2,2,1,0,1,2,50.0,1,2,0,2,4,7,2,0
Caleb Kporha,58,eng ENG,WB,18-117,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Nathaniel Clyne,17,eng ENG,"CB,WB",33-218,61,0,0,0,0,0,0,0,,0,2,1,1,2,2,0,0
Cheick Doucouré,28,ml MLI,CM,24-306,29,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Maxence Lacroix,5,fr FRA,CB,24-217,90,2,0,2,0,0,1,2,50.0,1,4,2,2,2,4,5,1
Trevoh Chalobah,27,eng ENG,CB,25-127,90,3,2,2,1,0,1,2,50.0,1,0,0,0,6,9,7,0
Dean Henderson,1,eng ENG,GK,27-242,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
