Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Jørgen Strand Larsen,9,no NOR,FW,24-242,90,13,12,1,0,0,0,0,0,0,0,0,0,7,0,1
Matheus Cunha,10,br BRA,LM,25-131,90,44,36,8,1,0,0,7,0,3,0,3,0,28,0,2
João Gomes,8,br BRA,CM,23-236,76,44,43,1,1,0,0,0,0,0,0,0,0,34,0,1
Jean-Ricner Bellegarde,27,fr FRA,CM,26-100,14,6,6,0,0,0,0,3,0,0,0,0,0,3,0,0
Mario Lemina,5,ga GAB,CM,31-034,90,36,36,0,0,0,0,1,0,0,0,0,0,28,0,0
Carlos Forbs,26,pt POR,RM,20-200,67,20,20,0,0,0,0,1,0,0,0,0,0,16,0,0
Gonçalo Guedes,29,pt POR,RM,27-311,23,10,10,0,0,0,0,1,0,0,0,0,0,8,0,0
André,7,br BRA,DM,23-081,56,38,36,2,2,0,1,0,0,0,0,0,0,35,0,0
Hwang Hee-chan,11,kr KOR,DM,28-253,34,9,7,2,0,0,0,0,1,0,0,0,0,7,0,1
Rayan Aït-Nouri,3,dz ALG,LB,23-121,90,61,52,9,2,0,1,5,7,0,0,0,0,48,0,1
Toti Gomes,24,pt POR,CB,25-263,90,63,57,6,0,0,1,1,0,0,0,0,0,49,0,1
Craig Dawson,15,eng ENG,CB,34-152,90,57,53,4,4,0,1,0,0,0,0,0,0,48,0,0
Nélson Semedo,22,pt POR,RB,30-324,90,64,60,4,0,0,0,1,4,0,0,0,0,56,0,1
Sam Johnstone,31,eng ENG,GK,31-194,90,49,40,8,4,0,0,0,0,0,0,0,0,27,1,0
