Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Jarrod Bowen,20,eng ENG,"RW,FW",28-106,90,0,0,0,1,3,1,1,2,2,0,0,0,5,1,2,33.3
Lucas Paquetá,10,br BRA,"LW,AM",27-221,90,0,0,0,0,4,0,1,1,0,0,0,0,5,4,3,57.1
Mohammed Kudus,14,gh GHA,"RW,LW,FW",24-246,83,1,0,0,5,2,1,2,0,0,0,0,0,1,0,1,0.0
Luis Guilherme,17,br BRA,LW,19-055,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,100.0
Tomáš Souček,28,cz CZE,AM,30-037,53,0,0,0,0,0,2,0,1,1,0,0,0,2,2,1,66.7
Niclas Füllkrug,11,de GER,FW,32-055,37,0,0,0,1,1,0,0,0,0,0,0,0,1,2,7,22.2
James Ward-Prowse,8,eng ENG,DM,30-155,90,1,0,0,1,0,0,5,0,0,0,0,0,5,0,0,
Edson Álvarez,19,mx MEX,DM,27-163,53,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0
Carlos Soler,4,es ESP,DM,28-093,37,0,0,0,1,0,0,1,1,0,0,0,0,3,0,0,
Oliver Scarles,57,eng ENG,LB,19-114,45,0,0,0,1,0,0,1,0,1,0,0,0,2,1,1,50.0
Emerson Palmieri,33,it ITA,LB,30-245,45,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,0.0
Max Kilman,26,eng ENG,CB,27-317,90,0,0,0,0,0,0,1,1,1,0,0,0,5,5,4,55.6
Jean-Clair Todibo,25,fr FRA,CB,25-096,83,0,0,0,1,1,0,0,0,2,0,0,0,1,0,1,0.0
Konstantinos Mavropanos,15,gr GRE,CB,27-115,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0
Aaron Wan-Bissaka,29,eng ENG,RB,27-130,90,0,0,0,0,0,0,3,1,2,0,0,0,7,1,0,100.0
Alphonse Areola,23,fr FRA,GK,32-037,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
