Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Jarrod Bowen,20,eng ENG,"RW,FW",28-106,90,21,18,2,0,0,0,1,0,0,0,0,0,15,1,1
Lucas Paquetá,10,br BRA,"LW,AM",27-221,90,58,54,4,1,1,0,1,2,0,0,0,0,41,0,0
Mohammed Kudus,14,gh GHA,"RW,LW,FW",24-246,83,20,20,0,0,0,1,2,0,0,0,0,0,18,0,1
Luis Guilherme,17,br BRA,LW,19-055,7,7,6,1,0,0,0,1,1,0,0,0,0,5,0,0
Tomáš Souček,28,cz CZE,AM,30-037,53,19,18,1,1,0,1,0,0,0,0,0,0,13,0,0
Niclas Füllkrug,11,de GER,FW,32-055,37,21,20,0,0,0,0,0,0,0,0,0,0,10,1,2
James Ward-Prowse,8,eng ENG,DM,30-155,90,68,60,7,3,0,2,5,0,4,1,3,0,56,1,0
Edson Álvarez,19,mx MEX,DM,27-163,53,44,43,0,0,0,0,0,0,0,0,0,0,39,1,1
Carlos Soler,4,es ESP,DM,28-093,37,11,11,0,0,0,0,1,0,0,0,0,0,11,0,0
Oliver Scarles,57,eng ENG,LB,19-114,45,27,24,3,0,0,1,1,3,0,0,0,0,25,0,0
Emerson Palmieri,33,it ITA,LB,30-245,45,21,17,4,1,0,0,1,3,0,0,0,0,17,0,0
Max Kilman,26,eng ENG,CB,27-317,90,40,39,1,1,0,0,1,0,0,0,0,0,31,0,1
Jean-Clair Todibo,25,fr FRA,CB,25-096,83,56,56,0,0,0,0,0,0,0,0,0,0,44,0,2
Konstantinos Mavropanos,15,gr GRE,CB,27-115,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Aaron Wan-Bissaka,29,eng ENG,RB,27-130,90,65,47,18,2,0,0,3,16,0,0,0,0,53,0,4
Alphonse Areola,23,fr FRA,GK,32-037,90,46,37,9,3,0,0,0,0,0,0,0,0,29,0,0
