Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Dominic Calvert-Lewin,9,eng ENG,FW,27-189,90,13,13,0,0,0,0,0,0,0,0,0,0,8,0,0
Iliman Ndiaye,10,sn SEN,LW,24-199,80,28,28,0,0,0,0,1,0,0,0,0,0,25,0,0
Tim Iroegbunam,42,eng ENG,LW,21-083,10,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0
Jesper Lindstrøm,29,dk DEN,RW,24-205,60,18,17,0,0,0,0,0,0,0,0,0,0,14,1,0
Jack Harrison,11,eng ENG,RW,27-306,30,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
Dwight McNeil,7,eng ENG,AM,24-304,90,44,37,5,2,2,1,6,0,1,1,0,0,33,2,2
Abdoulaye Doucouré,16,ml MLI,DM,31-264,90,37,37,0,0,0,0,2,0,0,0,0,0,32,0,2
Orel Mangala,8,be BEL,DM,26-187,90,48,47,1,1,0,0,0,0,0,0,0,0,44,0,1
Ashley Young,18,eng ENG,LB,39-074,90,61,49,12,1,1,1,4,11,0,0,0,0,48,0,2
Michael Keane,5,eng ENG,CB,31-254,90,19,18,0,0,0,0,0,0,0,0,0,0,15,1,0
James Tarkowski,6,eng ENG,CB,31-307,90,28,27,1,1,0,0,0,0,0,0,0,0,20,0,0
James Garner,37,eng ENG,RB,23-192,90,41,27,13,0,0,0,1,13,0,0,0,0,27,1,2
Jordan Pickford,1,eng ENG,GK,30-198,90,34,17,17,6,0,0,0,0,0,0,0,0,23,0,0
