Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Gabriel Jesus,9,br BRA,FW,27-185,59,13,13,0,0,0,0,0,0,0,0,0,0,9,0,0
Leandro Trossard,19,be BEL,FW,29-306,31,17,17,0,0,0,0,1,0,0,0,0,0,13,0,0
Kai Havertz,29,de GER,FW,25-116,90,34,34,0,0,0,0,2,0,0,0,0,0,27,0,2
Raheem Sterling,30,eng ENG,LM,29-302,59,20,19,0,0,0,0,4,0,0,0,0,0,14,1,1
Gabriel Martinelli,11,br BRA,LM,23-109,31,22,21,1,0,0,0,1,1,0,0,0,0,17,0,0
Declan Rice,41,eng ENG,CM,25-265,90,52,39,13,3,0,0,7,1,7,6,0,0,44,0,0
Jorginho,20,it ITA,CM,32-290,60,42,41,1,1,1,0,0,0,0,0,0,0,38,0,0
Mikel Merino,23,es ESP,CM,28-105,30,14,14,0,0,0,0,1,0,0,0,0,0,10,0,3
Bukayo Saka,7,eng ENG,RM,23-030,90,51,42,9,1,0,0,11,2,6,6,0,0,40,0,1
Riccardo Calafiori,33,it ITA,LB,22-139,89,53,47,6,0,0,1,2,6,0,0,0,0,42,0,3
Jakub Kiwior,15,pl POL,LB,24-233,1,5,4,1,0,0,0,0,1,0,0,0,0,2,0,0
Gabriel Magalhães,6,br BRA,CB,26-291,90,62,59,3,2,0,0,1,0,0,0,0,0,58,0,0
William Saliba,2,fr FRA,CB,23-195,90,92,92,0,0,0,0,0,0,0,0,0,0,89,0,0
Thomas Partey,5,gh GHA,RB,31-114,83,83,75,8,1,0,0,2,7,0,0,0,0,75,0,1
Takehiro Tomiyasu,18,jp JPN,RB,25-335,7,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
David Raya,22,es ESP,GK,29-020,90,26,25,1,1,0,0,0,0,0,0,0,0,24,0,0
