Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Gabriel Jesus,9,br BRA,FW,27-262,85,1,1,0,1,0,0,0,,0,2,0,2,1,2,3,0
Ethan Nwaneri,53,eng ENG,RW,17-275,5,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0
Gabriel Martinelli,11,br BRA,"RW,LW,FW",23-186,90,2,2,1,1,0,0,2,0.0,2,0,0,0,0,2,0,0
Bukayo Saka,7,eng ENG,RW,23-107,23,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Leandro Trossard,19,be BEL,LW,30-017,67,1,0,1,0,0,0,0,,0,1,0,1,1,2,2,0
Kai Havertz,29,de GER,LM,25-193,57,1,1,0,1,0,0,0,,0,0,0,0,1,2,3,0
Declan Rice,41,eng ENG,"LM,CM",25-342,33,1,0,1,0,0,0,0,,0,2,1,1,0,1,1,0
Thomas Partey,5,gh GHA,"CM,RB",31-191,90,1,0,0,1,0,0,0,,0,1,0,1,3,4,0,0
Martin Ødegaard,8,no NOR,RM,26-004,90,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0
Myles Lewis-Skelly,49,eng ENG,LB,18-086,57,2,1,0,2,0,1,1,100.0,0,0,0,0,0,2,0,0
Riccardo Calafiori,33,it ITA,LB,22-216,33,3,3,1,2,0,2,2,100.0,0,1,1,0,1,4,1,0
Gabriel Magalhães,6,br BRA,CB,27-002,90,0,0,0,0,0,0,0,,0,2,1,1,1,1,1,1
William Saliba,2,fr FRA,CB,23-272,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,4,1
Jurriën Timber,12,nl NED,RB,23-187,85,1,1,0,1,0,0,0,,0,1,0,1,2,3,1,0
Mikel Merino,23,es ESP,LM,28-182,5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
David Raya,22,es ESP,GK,29-097,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1
