Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Gabriel Jesus,9,br BRA,FW,27-262,85,0,0,0,1,1,0,0,1,1,0,0,0,2,4,2,66.7
Ethan Nwaneri,53,eng ENG,RW,17-275,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
Gabriel Martinelli,11,br BRA,"RW,LW,FW",23-186,90,0,0,0,0,0,0,7,0,2,0,0,0,3,1,0,100.0
Bukayo Saka,7,eng ENG,RW,23-107,23,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,
Leandro Trossard,19,be BEL,LW,30-017,67,0,0,0,1,0,0,1,1,0,0,0,0,3,1,0,100.0
Kai Havertz,29,de GER,LM,25-193,57,0,0,0,0,0,0,0,1,1,0,0,0,4,3,3,50.0
Declan Rice,41,eng ENG,"LM,CM",25-342,33,0,0,0,0,1,0,2,0,0,0,0,0,2,1,1,50.0
Thomas Partey,5,gh GHA,"CM,RB",31-191,90,0,0,0,2,0,0,0,3,0,0,0,0,6,1,2,33.3
Martin Ødegaard,8,no NOR,RM,26-004,90,0,0,0,0,2,0,4,0,0,0,0,0,3,0,0,
Myles Lewis-Skelly,49,eng ENG,LB,18-086,57,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0.0
Riccardo Calafiori,33,it ITA,LB,22-216,33,0,0,0,1,1,0,0,1,3,0,0,0,2,0,0,
Gabriel Magalhães,6,br BRA,CB,27-002,90,1,0,0,1,0,0,0,1,0,0,0,0,1,5,3,62.5
William Saliba,2,fr FRA,CB,23-272,90,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,100.0
Jurriën Timber,12,nl NED,RB,23-187,85,1,0,0,0,0,0,1,2,1,0,0,0,5,1,1,50.0
Mikel Merino,23,es ESP,LM,28-182,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,100.0
David Raya,22,es ESP,GK,29-097,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
