Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Rasmus Højlund,9,dk DEN,FW,21-347,52,9,9,0,0,0,0,0,0,0,0,0,0,7,0,1
Joshua Zirkzee,11,nl NED,FW,23-239,38,13,13,0,0,0,0,0,0,0,0,0,0,9,0,0
Alejandro Garnacho,17,ar ARG,"AM,WB",20-199,90,43,40,3,0,0,0,1,3,0,0,0,0,34,0,2
Bruno Fernandes,8,pt POR,"AM,CM",30-130,90,71,65,5,4,1,0,3,0,1,1,0,0,57,1,0
Kobbie Mainoo,37,eng ENG,CM,19-272,45,22,22,0,0,0,0,0,0,0,0,0,0,18,0,1
Antony,21,br BRA,"AM,WB",24-327,45,20,18,2,0,0,0,1,2,0,0,0,0,16,0,0
Manuel Ugarte Ribeiro,25,uy URU,CM,23-280,53,32,30,2,0,0,0,0,0,0,0,0,0,28,0,2
Toby Collyer,43,eng ENG,CM,21-013,37,21,21,0,0,0,0,0,0,0,0,0,0,20,0,0
Noussair Mazraoui,3,ma MAR,WB,27-063,82,56,46,10,1,0,0,0,9,0,0,0,0,43,0,3
Christian Eriksen,14,dk DEN,CM,32-337,8,8,7,1,1,1,0,0,0,0,0,0,0,8,0,0
Amad Diallo,16,ci CIV,"WB,AM",22-189,90,68,61,7,0,0,0,6,4,3,3,0,0,55,0,0
Lisandro Martínez,6,ar ARG,CB,26-364,90,76,72,4,1,0,0,2,1,0,0,0,0,66,0,0
Matthijs de Ligt,4,nl NED,CB,25-157,90,69,69,0,0,0,0,0,0,0,0,0,0,63,0,1
Leny Yoro,15,fr FRA,CB,19-064,82,66,65,1,1,0,0,0,0,0,0,0,0,60,0,2
Harry Maguire,5,eng ENG,CB,31-317,8,11,9,1,1,0,0,0,0,0,0,0,0,8,1,0
André Onana,24,cm CMR,GK,28-289,90,43,38,5,1,0,0,0,0,0,0,0,0,30,0,0
