Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Rasmus Højlund,9,dk DEN,FW,21-347,52,14,0,1,6,7,3,14,0,0,,0,,10,73,62,3,1,1,2,2,13,1
Joshua Zirkzee,11,nl NED,FW,23-239,38,19,1,1,12,6,3,19,2,0,0.0,2,100.0,9,77,18,0,1,1,0,2,14,2
Alejandro Garnacho,17,ar ARG,"AM,WB",20-199,90,57,1,11,17,31,12,57,3,2,66.7,1,33.3,35,247,143,8,4,6,0,4,40,12
Bruno Fernandes,8,pt POR,"AM,CM",30-130,90,83,1,22,33,28,5,83,1,0,0.0,1,100.0,44,234,135,2,1,0,1,1,60,4
Kobbie Mainoo,37,eng ENG,CM,19-272,45,28,1,10,14,4,1,28,0,0,,0,,13,41,9,0,0,0,0,2,15,1
Antony,21,br BRA,"AM,WB",24-327,45,28,1,6,9,13,4,28,4,1,25.0,2,50.0,21,87,59,2,1,1,1,0,24,3
Manuel Ugarte Ribeiro,25,uy URU,CM,23-280,53,44,4,21,18,7,0,44,1,1,100.0,0,0.0,21,75,33,0,0,0,3,3,24,0
Toby Collyer,43,eng ENG,CM,21-013,37,24,1,10,8,6,0,24,0,0,,0,,16,42,11,0,0,0,0,0,18,0
Noussair Mazraoui,3,ma MAR,WB,27-063,82,66,4,29,28,11,0,66,1,0,0.0,1,100.0,29,85,40,1,0,0,1,0,34,0
Christian Eriksen,14,dk DEN,CM,32-337,8,8,0,1,3,4,0,8,0,0,,0,,3,6,1,0,0,0,0,0,4,0
Amad Diallo,16,ci CIV,"WB,AM",22-189,90,84,0,24,23,38,15,84,5,4,80.0,1,20.0,55,353,209,7,3,5,2,3,60,10
Lisandro Martínez,6,ar ARG,CB,26-364,90,83,13,48,28,7,1,83,0,0,,0,,51,147,54,1,1,1,0,0,56,0
Matthijs de Ligt,4,nl NED,CB,25-157,90,82,10,45,35,3,1,82,0,0,,0,,57,236,76,0,0,0,0,0,57,0
Leny Yoro,15,fr FRA,CB,19-064,82,73,7,44,26,3,0,73,0,0,,0,,51,175,38,0,0,0,0,0,55,1
Harry Maguire,5,eng ENG,CB,31-317,8,15,1,8,7,0,0,15,0,0,,0,,7,50,20,0,0,0,2,0,8,0
André Onana,24,cm CMR,GK,28-289,90,47,38,46,1,0,0,47,0,0,,0,,35,171,130,0,0,0,0,0,35,0
