Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Jean-Philippe Mateta,14,fr FRA,FW,27-078,90,18,17,1,0,0,0,2,0,0,0,0,0,12,0,3
Eberechi Eze,10,eng ENG,"AM,LW",26-077,90,61,51,10,2,1,1,3,1,5,3,0,0,54,0,2
Eddie Nketiah,9,eng ENG,AM,25-107,90,33,33,0,0,0,0,0,0,0,0,0,0,27,0,0
Cheick Doucouré,28,ml MLI,CM,24-250,45,27,27,0,0,0,0,0,0,0,0,0,0,26,0,0
Will Hughes,19,eng ENG,"DM,CM",29-150,45,36,32,1,1,0,0,1,0,0,0,0,0,30,3,0
Adam Wharton,20,eng ENG,"CM,DM",20-104,90,72,70,2,2,0,1,1,0,0,0,0,0,60,0,2
Tyrick Mitchell,3,eng ENG,"WB,LB",25-013,88,80,71,9,0,0,0,8,9,0,0,0,0,61,0,2
Jeffrey Schlupp,15,gh GHA,LB,31-266,2,6,3,3,0,0,0,0,3,0,0,0,0,3,0,0
Daniel Muñoz,12,co COL,"WB,RB",28-111,80,60,54,6,3,0,0,3,3,0,0,0,0,50,0,2
Ismaila Sarr,7,sn SEN,RB,26-202,10,10,10,0,0,0,0,5,0,0,0,0,0,5,0,0
Maxence Lacroix,5,fr FRA,CB,24-161,90,76,74,2,1,0,1,1,1,0,0,0,0,64,0,1
Marc Guéhi,6,eng ENG,CB,24-063,90,76,74,2,2,0,1,0,0,0,0,0,0,65,0,1
Nathaniel Clyne,17,eng ENG,CB,33-162,63,50,50,0,0,0,1,0,0,0,0,0,0,40,0,4
Daichi Kamada,18,jp JPN,RW,28-040,27,16,16,0,0,1,0,3,0,0,0,0,0,8,0,2
Dean Henderson,1,eng ENG,GK,27-186,90,31,24,7,2,0,0,0,0,0,0,0,0,28,0,0
