Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Mohammed Kudus,14,gh GHA,"FW,LM",24-254,90,26,25,1,1,0,0,3,0,0,0,0,0,20,0,0
Jarrod Bowen,20,eng ENG,FW,28-114,90,8,5,2,0,0,0,0,0,0,0,0,0,7,1,0
Lucas Paquetá,10,br BRA,CM,27-229,90,60,56,3,1,4,0,0,2,0,0,0,0,47,1,0
James Ward-Prowse,8,eng ENG,CM,30-163,90,63,53,8,4,0,0,3,0,3,2,1,0,54,2,0
Carlos Soler,4,es ESP,CM,28-101,77,21,20,1,1,0,0,1,0,0,0,0,0,17,0,2
Niclas Füllkrug,11,de GER,FW,32-063,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliver Scarles,57,eng ENG,WB,19-122,56,27,23,4,1,0,0,0,3,0,0,0,0,22,0,0
Vladimír Coufal,5,cz CZE,"WB,RB",32-234,34,19,18,1,0,0,0,0,1,0,0,0,0,17,0,1
Aaron Wan-Bissaka,29,eng ENG,"WB,LB",27-138,90,35,32,3,0,1,0,1,3,0,0,0,0,31,0,1
Max Kilman,26,eng ENG,CB,27-325,90,38,38,0,0,0,0,0,0,0,0,0,0,33,0,0
Konstantinos Mavropanos,15,gr GRE,CB,27-123,90,55,52,3,3,0,0,0,0,0,0,0,0,49,0,0
Jean-Clair Todibo,25,fr FRA,CB,25-104,77,40,38,2,2,0,0,0,0,0,0,0,0,37,0,0
Luis Guilherme,17,br BRA,RM,19-063,13,9,9,0,0,0,0,2,0,0,0,0,0,7,0,1
Alphonse Areola,23,fr FRA,GK,32-045,90,34,24,10,5,0,0,0,0,0,0,0,0,21,0,0
