Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Mohammed Kudus,14,gh GHA,"FW,LM",24-254,90,0,0,0,1,4,1,3,0,0,0,0,0,5,1,3,25.0
Jarrod Bowen,20,eng ENG,FW,28-114,90,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0.0
Lucas Paquetá,10,br BRA,CM,27-229,90,1,0,0,1,3,0,0,0,0,0,0,0,6,3,2,60.0
James Ward-Prowse,8,eng ENG,CM,30-163,90,0,0,0,1,0,0,3,0,0,0,0,0,6,1,0,100.0
Carlos Soler,4,es ESP,CM,28-101,77,0,0,0,0,1,0,1,0,0,0,0,0,3,3,0,100.0
Niclas Füllkrug,11,de GER,FW,32-063,13,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.0
Oliver Scarles,57,eng ENG,WB,19-122,56,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,
Vladimír Coufal,5,cz CZE,"WB,RB",32-234,34,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0.0
Aaron Wan-Bissaka,29,eng ENG,"WB,LB",27-138,90,0,0,0,1,2,0,1,5,1,0,0,0,2,1,0,100.0
Max Kilman,26,eng ENG,CB,27-325,90,0,0,0,0,1,0,0,2,0,0,0,0,5,2,1,66.7
Konstantinos Mavropanos,15,gr GRE,CB,27-123,90,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,50.0
Jean-Clair Todibo,25,fr FRA,CB,25-104,77,0,0,0,2,1,0,0,0,1,0,0,0,4,0,1,0.0
Luis Guilherme,17,br BRA,RM,19-063,13,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,
Alphonse Areola,23,fr FRA,GK,32-045,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
