Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Yoane Wissa,11,cd COD,FW,28-145,90,2,1,1,0,1,1,1,100.0,0,4,1,3,0,2,2,1
Kevin Schade,7,de GER,LW,23-060,83,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Yehor Yarmoliuk,18,ua UKR,"LW,CM",20-331,7,1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,1,0
Bryan Mbeumo,19,cm CMR,"RW,FW",25-172,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Mikkel Damsgaard,24,dk DEN,AM,24-207,89,3,0,1,1,1,0,2,0.0,2,0,0,0,0,3,1,0
Ben Mee,16,eng ENG,CB,35-127,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Vitaly Janelt,27,de GER,"DM,CM",26-261,90,3,2,1,1,1,1,1,100.0,0,0,0,0,0,3,5,0
Christian Nørgaard,6,dk DEN,DM,30-322,53,2,2,1,0,1,2,4,50.0,2,0,0,0,0,2,1,0
Mathias Jensen,8,dk DEN,"DM,CM",29-025,37,0,0,0,0,0,0,0,,0,1,1,0,2,2,1,0
Keane Lewis-Potter,23,eng ENG,LB,23-339,90,1,1,1,0,0,1,1,100.0,0,1,1,0,0,1,5,0
Sepp van den Berg,4,nl NED,CB,23-037,90,1,1,1,0,0,0,0,,0,2,1,1,0,1,10,0
Nathan Collins,22,ie IRL,CB,23-271,90,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,11,2
Mads Roerslev,30,dk DEN,RB,25-216,90,2,0,1,0,1,1,1,100.0,0,0,0,0,0,2,4,0
Mark Flekken,1,nl NED,GK,31-227,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
