Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Rasmus Højlund,9,dk DEN,FW,21-273,83,14,11,2,0,0,0,1,0,0,0,0,0,11,1,0
Joshua Zirkzee,11,nl NED,FW,23-165,7,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
Marcus Rashford,10,eng ENG,"RW,LW",27-003,72,23,22,1,0,0,0,2,1,0,0,0,0,16,0,1
Amad Diallo,16,ci CIV,RW,22-115,18,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0
Alejandro Garnacho,17,ar ARG,"LW,RW",20-125,90,27,26,1,1,0,0,2,0,0,0,0,0,20,0,2
Bruno Fernandes,8,pt POR,AM,30-056,90,54,47,7,3,1,0,7,0,4,2,0,0,33,0,3
Manuel Ugarte Ribeiro,25,uy URU,DM,23-206,83,29,29,0,0,0,0,0,0,0,0,0,0,22,0,0
Victor Lindelöf,2,se SWE,DM,30-109,7,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
Casemiro,18,br BRA,DM,32-254,90,46,42,1,1,1,0,1,0,0,0,0,0,33,3,2
Noussair Mazraoui,3,ma MAR,LB,26-355,90,40,34,6,2,0,0,0,4,0,0,0,0,37,0,1
Lisandro Martínez,6,ar ARG,CB,26-290,90,64,57,7,2,0,0,0,0,0,0,0,0,56,0,0
Matthijs de Ligt,4,nl NED,CB,25-083,90,40,39,1,1,0,0,0,0,0,0,0,0,38,0,0
Diogo Dalot,20,pt POR,RB,25-230,90,48,40,8,1,0,0,0,7,0,0,0,0,40,0,0
André Onana,24,cm CMR,GK,28-215,90,43,40,3,1,0,0,0,0,0,0,0,0,30,0,0
