Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Rasmus Højlund,9,dk DEN,FW,21-273,83,22,1,1,10,11,1,22,4,1,25.0,2,50.0,15,93,38,2,1,0,1,3,19,4
Joshua Zirkzee,11,nl NED,FW,23-165,7,3,0,1,0,2,1,3,0,0,,0,,0,0,0,0,0,0,0,0,2,1
Marcus Rashford,10,eng ENG,"RW,LW",27-003,72,34,0,2,16,18,2,34,5,1,20.0,4,80.0,15,147,33,1,2,1,0,1,18,4
Amad Diallo,16,ci CIV,RW,22-115,18,7,0,2,1,4,2,7,0,0,,0,,5,74,45,2,1,1,0,1,4,1
Alejandro Garnacho,17,ar ARG,"LW,RW",20-125,90,40,1,4,17,19,7,40,4,1,25.0,3,75.0,30,235,109,7,2,2,1,0,30,11
Bruno Fernandes,8,pt POR,AM,30-056,90,69,1,11,31,27,4,68,2,1,50.0,0,0.0,34,153,79,1,0,0,1,2,43,2
Manuel Ugarte Ribeiro,25,uy URU,DM,23-206,83,36,1,8,24,4,1,36,1,0,0.0,1,100.0,24,156,92,1,1,0,2,1,28,0
Victor Lindelöf,2,se SWE,DM,30-109,7,7,0,4,2,1,0,7,0,0,,0,,2,26,0,0,0,0,0,0,3,0
Casemiro,18,br BRA,DM,32-254,90,64,7,20,35,9,0,64,0,0,,0,,25,113,60,1,1,0,0,1,32,2
Noussair Mazraoui,3,ma MAR,LB,26-355,90,53,3,18,25,11,1,53,6,5,83.3,0,0.0,20,108,57,2,1,1,0,0,23,1
Lisandro Martínez,6,ar ARG,CB,26-290,90,70,10,47,25,0,0,70,1,1,100.0,0,0.0,35,163,68,0,0,0,0,0,40,0
Matthijs de Ligt,4,nl NED,CB,25-083,90,45,6,31,14,0,0,45,0,0,,0,,29,116,53,0,0,0,0,0,35,0
Diogo Dalot,20,pt POR,RB,25-230,90,59,3,31,22,7,0,59,1,0,0.0,1,100.0,34,117,33,0,0,0,0,0,33,3
André Onana,24,cm CMR,GK,28-215,90,45,34,45,0,0,0,45,0,0,,0,,38,217,146,0,0,0,0,0,29,0
