Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Erling Haaland,9,no NOR,FW,24-161,90,19,19,0,0,0,0,1,0,0,0,0,0,10,0,0
Sávio,26,br BRA,LM,20-263,90,27,27,0,0,0,0,3,0,0,0,0,0,22,0,4
Bernardo Silva,20,pt POR,CM,30-141,90,48,40,8,2,0,0,0,6,0,0,0,0,42,0,1
Kevin De Bruyne,17,be BEL,CM,33-184,90,48,43,5,1,0,1,4,0,3,0,0,0,40,0,1
Phil Foden,47,eng ENG,RM,24-215,65,27,23,3,1,0,0,3,1,1,0,0,0,21,1,1
James Mcatee,87,eng ENG,RM,22-072,25,14,14,0,0,0,0,0,0,0,0,0,0,11,0,0
Mateo Kovačić,8,hr CRO,DM,30-237,90,58,57,0,0,0,0,0,0,0,0,0,0,55,1,0
Joško Gvardiol,24,hr CRO,"LB,CB",22-341,90,79,73,6,2,0,1,0,4,0,0,0,0,75,0,1
Nathan Aké,6,nl NED,CB,29-315,69,52,52,0,0,0,0,0,0,0,0,0,0,50,0,0
Kyle Walker,2,eng ENG,RB,34-215,21,18,15,3,1,0,0,0,2,0,0,0,0,18,0,0
Manuel Akanji,25,ch SUI,CB,29-163,90,70,69,1,1,0,1,0,0,0,0,0,0,68,0,1
Rico Lewis,82,eng ENG,"RB,LB",20-038,90,52,45,7,1,0,0,0,6,0,0,0,0,50,0,0
Stefan Ortega,18,de GER,GK,32-053,90,29,17,12,4,0,0,0,0,0,0,0,0,27,0,0
