Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Dominic Solanke,19,eng ENG,FW,27-035,80,12,9,2,0,0,0,0,0,0,0,0,0,9,1,0
Richarlison,9,br BRA,FW,27-162,10,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0
Son Heung-min,7,kr KOR,LW,32-103,70,34,32,2,0,0,0,3,0,2,1,0,0,26,0,1
Timo Werner,16,de GER,LW,28-227,20,5,4,1,0,0,0,0,1,0,0,0,0,2,0,0
Brennan Johnson,22,wls WAL,RW,23-149,90,18,18,0,0,0,0,0,0,0,0,0,0,15,0,0
James Maddison,10,eng ENG,LM,27-331,45,42,36,6,0,0,0,7,0,6,4,0,0,34,0,1
Pape Matar Sarr,29,sn SEN,LM,22-035,45,19,18,1,1,0,0,0,0,0,0,0,0,19,0,0
Yves Bissouma,8,ml MLI,CM,28-050,80,40,38,2,2,0,0,0,0,0,0,0,0,37,0,1
Rodrigo Bentancur,30,uy URU,CM,27-116,10,12,11,1,1,0,0,0,0,0,0,0,0,12,0,0
Dejan Kulusevski,21,se SWE,RM,24-177,90,36,34,2,0,0,0,2,0,2,0,0,0,29,0,2
Destiny Udogie,13,it ITA,LB,21-326,87,41,33,8,1,0,0,3,7,0,0,0,0,36,0,1
Archie Gray,14,eng ENG,LB,18-221,3,13,12,1,0,0,0,0,1,0,0,0,0,11,0,0
Micky van de Ven,37,nl NED,CB,23-183,90,67,62,5,3,0,0,0,0,0,0,0,0,61,0,0
Cristian Romero,17,ar ARG,CB,26-175,90,80,73,7,7,0,0,1,0,0,0,0,0,68,0,0
Pedro Porro,23,es ESP,RB,25-036,90,69,55,13,1,1,0,12,9,3,0,3,0,50,1,1
Guglielmo Vicario,1,it ITA,GK,28-012,90,35,30,5,0,0,0,0,0,0,0,0,0,32,0,0
