Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Dominic Solanke,19,eng ENG,FW,27-204,86,27,2,5,10,12,4,27,4,1,25.0,2,50.0,26,156,88,2,0,1,5,3,26,7
Mathys Tel,11,fr FRA,FW,19-344,4,3,0,0,2,1,1,2,0,0,,0,,1,5,0,0,0,0,1,0,1,0
Son Heung-min,7,kr KOR,LW,32-272,56,34,0,2,12,20,2,34,5,1,20.0,3,60.0,23,155,76,3,0,2,0,2,22,9
Wilson Odobert,28,fr FRA,LW,20-129,34,17,0,3,8,6,0,17,1,0,0.0,1,100.0,8,38,22,1,0,0,0,1,11,2
Brennan Johnson,22,wls WAL,RW,23-318,90,33,1,8,8,18,4,33,3,2,66.7,1,33.3,27,65,20,1,0,1,0,0,27,8
James Maddison,10,eng ENG,LM,28-134,79,55,1,13,27,15,2,55,3,1,33.3,1,33.3,44,173,64,1,0,1,0,3,47,5
Yves Bissouma,8,ml MLI,LM,28-219,11,12,0,4,8,0,0,12,1,1,100.0,0,0.0,10,79,25,0,0,0,0,0,11,0
Rodrigo Bentancur,30,uy URU,CM,27-285,56,36,5,12,20,4,0,36,1,1,100.0,0,0.0,22,90,12,0,0,0,1,0,19,3
Pape Matar Sarr,29,sn SEN,"CM,RM",22-204,34,15,0,3,11,1,0,15,0,0,,0,,11,76,37,1,0,0,0,2,13,0
Lucas Bergvall,15,se SWE,RM,19-063,79,41,1,8,20,14,3,41,2,0,0.0,2,100.0,29,144,72,1,2,0,0,2,27,4
Archie Gray,14,eng ENG,CM,19-025,11,7,0,3,4,0,0,7,0,0,,0,,4,28,10,0,0,0,0,0,4,0
Djed Spence,24,eng ENG,LB,24-240,90,76,2,19,35,23,3,76,4,1,25.0,3,75.0,48,256,79,1,1,0,0,1,49,7
Ben Davies,33,wls WAL,CB,31-347,90,77,11,42,32,3,1,77,0,0,,0,,57,226,69,0,0,0,0,0,60,1
Cristian Romero,17,ar ARG,CB,26-344,90,74,11,42,29,4,2,74,1,0,0.0,1,100.0,51,269,124,1,0,0,1,1,55,1
Pedro Porro,23,es ESP,RB,25-205,90,80,5,34,29,17,0,80,2,1,50.0,1,50.0,51,203,124,1,1,0,2,0,51,1
Guglielmo Vicario,1,it ITA,GK,28-181,90,42,27,41,1,0,0,42,0,0,,0,,34,148,74,0,0,0,0,0,27,0
