Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Dominic Solanke,19,eng ENG,FW,27-204,86,0,0,0,0,4,0,0,0,0,0,0,0,2,1,1,50.0
Mathys Tel,11,fr FRA,FW,19-344,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Son Heung-min,7,kr KOR,LW,32-272,56,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,
Wilson Odobert,28,fr FRA,LW,20-129,34,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0
Brennan Johnson,22,wls WAL,RW,23-318,90,0,0,0,2,1,0,4,0,0,1,0,0,3,0,0,
James Maddison,10,eng ENG,LM,28-134,79,0,0,0,3,6,0,3,0,2,0,0,0,2,0,0,
Yves Bissouma,8,ml MLI,LM,28-219,11,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
Rodrigo Bentancur,30,uy URU,CM,27-285,56,0,0,0,0,0,0,1,1,1,0,0,0,4,0,1,0.0
Pape Matar Sarr,29,sn SEN,"CM,RM",22-204,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
Lucas Bergvall,15,se SWE,RM,19-063,79,0,0,0,4,0,0,0,2,1,0,0,0,6,0,0,
Archie Gray,14,eng ENG,CM,19-025,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Djed Spence,24,eng ENG,LB,24-240,90,0,0,0,2,3,0,0,2,1,0,0,0,7,0,0,
Ben Davies,33,wls WAL,CB,31-347,90,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0.0
Cristian Romero,17,ar ARG,CB,26-344,90,0,0,0,1,0,1,0,2,0,0,0,0,3,3,1,75.0
Pedro Porro,23,es ESP,RB,25-205,90,1,0,0,3,4,0,7,1,2,0,0,0,6,0,0,
Guglielmo Vicario,1,it ITA,GK,28-181,90,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0
