Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Thiago,9,br BRA,FW,23-164,72,20,19,1,0,0,0,0,0,0,0,0,0,14,0,0
Kevin Schade,7,de GER,FW,23-010,18,8,8,0,0,0,0,1,0,0,0,0,0,4,0,1
Fabio Carvalho,14,pt POR,AM,22-099,72,23,23,0,0,0,0,1,0,0,0,0,0,19,0,1
Mikkel Damsgaard,24,dk DEN,AM,24-157,18,11,9,1,0,0,0,1,0,1,1,0,0,6,1,0
Yoane Wissa,11,cd COD,AM,28-095,86,27,25,2,0,0,0,3,0,0,0,0,0,20,0,0
Ben Mee,16,eng ENG,AM,35-077,4,5,3,2,0,0,0,0,2,0,0,0,0,4,0,0
Christian Nørgaard,6,dk DEN,CM,30-272,90,59,58,1,1,0,0,0,0,0,0,0,0,52,0,2
Yehor Yarmoliuk,18,ua UKR,CM,20-281,89,42,41,1,1,2,1,2,0,0,0,0,0,36,0,2
Edmond-Paris Maghoma,32,eng ENG,CM,23-213,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keane Lewis-Potter,23,eng ENG,WB,23-289,90,30,26,4,0,0,0,2,3,1,0,0,0,22,0,0
Bryan Mbeumo,19,cm CMR,WB,25-122,90,45,41,4,1,1,0,4,2,1,1,0,0,33,0,0
Ethan Pinnock,5,jm JAM,CB,31-192,90,39,33,6,0,0,0,1,3,0,0,0,0,33,0,0
Nathan Collins,22,ie IRL,CB,23-221,90,46,44,2,2,0,0,0,0,0,0,0,0,38,0,0
Sepp van den Berg,4,nl NED,CB,22-353,90,29,27,2,0,0,0,0,2,0,0,0,0,23,0,1
Mark Flekken,1,nl NED,GK,31-177,90,43,30,11,3,0,0,0,0,0,0,0,0,27,2,0
