Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Jarrod Bowen,20,eng ENG,"FW,RW",27-276,90,32,1,1,10,22,6,32,3,2,66.7,0,0.0,20,237,143,8,1,1,1,1,20,8
Crysencio Summerville,7,nl NED,LW,22-327,53,21,0,0,9,12,0,21,2,1,50.0,1,50.0,15,115,68,1,1,0,0,0,15,6
Michail Antonio,9,jm JAM,FW,34-177,37,14,0,0,4,10,4,14,2,0,0.0,2,100.0,8,69,42,2,0,1,1,0,10,7
Mohammed Kudus,14,gh GHA,"RW,LW",24-050,90,37,0,2,12,24,7,37,10,5,50.0,3,30.0,29,264,133,7,3,5,2,2,31,14
Emerson Palmieri,33,it ITA,"LM,LB",30-049,72,34,0,8,12,15,0,34,1,0,0.0,1,100.0,18,136,68,2,1,1,1,0,21,6
Aaron Cresswell,3,eng ENG,LB,34-281,18,22,0,2,12,8,0,22,0,0,,0,,14,49,20,1,2,0,0,0,16,1
Lucas Paquetá,10,br BRA,"CM,LM",27-025,72,57,1,6,26,25,7,57,3,1,33.3,2,66.7,39,189,53,2,1,1,2,1,45,7
Andy Irving,39,sct SCO,LM,24-131,18,25,0,2,19,4,0,25,0,0,,0,,18,80,36,0,1,0,0,0,22,0
Guido Rodríguez,24,ar ARG,CM,30-162,37,28,0,4,22,2,0,28,0,0,,0,,21,70,26,0,1,0,0,1,19,0
Tomáš Souček,28,cz CZE,CM,29-207,53,46,4,12,24,10,3,46,0,0,,0,,27,99,43,0,1,0,0,0,36,0
Aaron Wan-Bissaka,29,eng ENG,"RM,RB",26-300,90,64,4,11,27,27,3,64,3,0,0.0,2,66.7,39,250,97,3,1,1,0,2,37,6
Max Kilman,26,eng ENG,CB,27-121,90,78,13,34,44,0,0,78,0,0,,0,,53,251,171,2,0,0,0,0,56,1
Edson Álvarez,19,mx MEX,CB,26-333,53,49,1,18,24,8,2,49,0,0,,0,,34,219,122,1,1,0,1,0,40,2
Carlos Soler,4,es ESP,RM,27-263,37,23,0,1,14,8,1,23,0,0,,0,,20,108,39,1,0,0,0,1,19,2
Konstantinos Mavropanos,15,gr GRE,CB,26-285,90,75,12,32,38,5,1,75,0,0,,0,,46,216,129,0,2,0,0,0,50,1
Alphonse Areola,23,fr FRA,GK,31-207,90,35,30,33,2,0,0,35,0,0,,0,,21,94,49,0,0,0,0,0,23,0
