Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Raúl Jiménez,7,mx MEX,FW,33-293,90,40,4,7,14,19,6,40,2,0,0.0,2,100.0,19,77,26,1,0,2,1,3,26,7
Alex Iwobi,17,ng NGA,LW,28-295,79,39,1,8,17,14,2,39,1,0,0.0,1,100.0,24,83,39,1,0,0,0,1,25,9
Rodrigo Muniz,9,br BRA,FW,23-294,11,3,0,0,1,2,1,3,0,0,,0,,1,0,0,0,0,0,1,1,2,0
Adama Traoré,11,es ESP,"RW,RM",29-028,90,39,0,3,17,20,2,39,4,1,25.0,3,75.0,23,118,46,2,1,0,1,3,29,14
Emile Smith Rowe,32,eng ENG,AM,24-209,57,27,0,4,15,8,2,27,0,0,,0,,15,25,8,0,0,0,1,0,20,6
Andreas Pereira,18,br BRA,"AM,CM",29-052,33,23,0,0,13,10,2,23,0,0,,0,,14,56,17,1,3,0,0,1,15,3
Sander Berge,16,no NOR,DM,27-008,57,30,1,5,20,5,0,30,1,0,0.0,1,100.0,19,109,52,0,0,0,0,1,21,1
Tom Cairney,10,sct SCO,DM,34-033,22,15,0,2,10,3,0,15,0,0,,0,,7,44,16,0,0,0,1,0,13,1
Willian,22,br BRA,LM,36-197,11,15,0,1,5,9,1,15,1,0,0.0,1,100.0,10,30,2,0,0,0,0,0,13,2
Saša Lukić,20,rs SRB,"DM,CM",28-193,90,55,1,4,35,16,1,55,0,0,,0,,22,101,66,1,1,0,2,1,28,1
Antonee Robinson,33,us USA,LB,27-198,90,90,8,28,35,27,0,90,5,2,40.0,3,60.0,43,183,100,2,1,0,0,2,52,10
Calvin Bassey,3,ng NGA,CB,25-053,90,109,9,38,66,5,1,109,1,0,0.0,1,100.0,76,430,301,0,1,0,2,0,71,0
Joachim Andersen,5,dk DEN,CB,28-267,90,118,8,40,74,4,0,118,0,0,,0,,80,472,360,2,0,0,0,0,89,0
Timothy Castagne,21,be BEL,RB,29-079,79,50,1,9,33,8,1,50,0,0,,0,,26,56,22,0,1,0,1,0,29,6
Issa Diop,31,fr FRA,RB,28-044,11,9,0,4,3,2,1,9,0,0,,0,,7,10,2,0,0,0,0,0,6,1
Bernd Leno,1,de GER,GK,32-355,90,39,28,38,1,0,0,39,0,0,,0,,22,61,32,0,0,0,0,0,22,0
