Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Raúl Jiménez,7,mx MEX,FW,33-293,90,1,0,0,0,1,0,0,,0,3,1,2,0,1,1,0
Alex Iwobi,17,ng NGA,LW,28-295,79,1,0,0,1,0,0,0,,0,2,0,2,1,2,1,0
Rodrigo Muniz,9,br BRA,FW,23-294,11,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Adama Traoré,11,es ESP,"RW,RM",29-028,90,1,0,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0
Emile Smith Rowe,32,eng ENG,AM,24-209,57,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Andreas Pereira,18,br BRA,"AM,CM",29-052,33,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0
Sander Berge,16,no NOR,DM,27-008,57,1,0,1,0,0,0,0,,0,0,0,0,0,1,1,0
Tom Cairney,10,sct SCO,DM,34-033,22,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0
Willian,22,br BRA,LM,36-197,11,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Saša Lukić,20,rs SRB,"DM,CM",28-193,90,4,3,0,4,0,1,3,33.3,2,0,0,0,2,6,3,0
Antonee Robinson,33,us USA,LB,27-198,90,2,1,0,1,1,1,2,50.0,1,1,0,1,2,4,5,0
Calvin Bassey,3,ng NGA,CB,25-053,90,3,1,1,2,0,1,3,33.3,2,0,0,0,0,3,1,0
Joachim Andersen,5,dk DEN,CB,28-267,90,1,0,0,0,1,1,1,100.0,0,1,1,0,2,3,4,0
Timothy Castagne,21,be BEL,RB,29-079,79,1,0,0,1,0,0,0,,0,1,0,1,0,1,1,0
Issa Diop,31,fr FRA,RB,28-044,11,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Bernd Leno,1,de GER,GK,32-355,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
