Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Dominic Calvert-Lewin,9,eng ENG,FW,27-273,65,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Armando Broja,22,al ALB,FW,23-095,25,1,0,0,1,0,0,0,,0,0,0,0,0,1,1,0
Iliman Ndiaye,10,sn SEN,LW,24-283,90,5,3,3,2,0,0,2,0.0,2,0,0,0,1,6,2,0
Jack Harrison,11,eng ENG,RW,28-024,65,2,2,0,1,1,1,2,50.0,1,0,0,0,1,3,1,0
Jesper Lindstrøm,29,dk DEN,RW,24-289,25,3,3,2,1,0,3,6,50.0,3,0,0,0,0,3,1,0
Abdoulaye Doucouré,16,ml MLI,LM,31-348,90,2,1,2,0,0,0,2,0.0,2,1,1,0,1,3,3,0
Idrissa Gana Gueye,27,sn SEN,CM,35-079,90,3,2,1,1,1,2,2,100.0,0,0,0,0,0,3,0,0
Orel Mangala,8,be BEL,RM,26-271,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
Vitaliy Mykolenko,19,ua UKR,LB,25-199,90,4,4,4,0,0,2,5,40.0,3,0,0,0,2,6,6,0
Jarrad Branthwaite,32,eng ENG,CB,22-170,90,1,0,1,0,0,1,2,50.0,1,2,1,1,1,2,6,0
James Tarkowski,6,eng ENG,CB,32-025,90,1,1,1,0,0,0,1,0.0,1,3,3,0,0,1,7,0
Ashley Young,18,eng ENG,RB,39-158,90,7,4,3,2,2,4,4,100.0,0,0,0,0,1,8,5,0
Jordan Pickford,1,eng ENG,GK,30-282,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
