Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Paul Onuachu,32,ng NGA,FW,30-273,58,22,0,2,14,6,3,22,0,0,,0,,16,45,3,0,0,0,3,2,21,5
Tyler Dibling,33,eng ENG,RM,18-350,32,7,0,1,6,1,0,7,2,0,0.0,2,100.0,3,69,0,0,1,0,0,1,6,1
Kamaldeen Sulemana,20,gh GHA,LM,23-010,90,29,0,1,11,18,4,29,6,3,50.0,3,50.0,16,161,93,6,2,1,3,0,21,5
William Smallbone,8,ie IRL,CM,25-004,90,54,2,18,29,8,0,54,1,1,100.0,0,0.0,33,114,50,0,0,0,0,0,39,2
Flynn Downes,4,eng ENG,CM,26-036,82,45,2,12,31,2,0,45,0,0,,0,,22,134,54,1,0,0,0,1,30,1
Cameron Archer,19,eng ENG,FW,23-219,8,4,0,0,4,0,0,4,0,0,,0,,4,11,10,0,0,0,0,0,4,1
Mateus Fernandes,18,pt POR,"RM,FW,CM",20-230,90,50,1,13,28,10,0,50,2,0,0.0,2,100.0,30,250,131,4,4,0,1,0,36,3
Kyle Walker-Peters,2,eng ENG,LB,27-318,58,22,1,6,9,7,1,22,0,0,,0,,12,51,16,1,1,0,0,2,12,2
Ryan Manning,3,ie IRL,LB,28-256,32,25,0,7,9,9,2,25,1,0,0.0,0,0.0,13,35,20,1,1,1,0,0,16,0
Joe Aribo,7,ng NGA,CB,28-219,90,67,5,29,30,8,0,67,1,0,0.0,1,100.0,48,335,138,0,1,0,2,1,48,1
Armel Bella Kotchap,37,de GER,CB,23-076,90,53,7,35,18,1,1,53,0,0,,0,,38,161,67,0,0,0,1,0,38,0
James Bree,14,eng ENG,CB,27-137,45,24,2,10,11,3,0,24,0,0,,0,,18,68,28,0,0,0,1,0,18,1
Taylor Harwood-Bellis,6,eng ENG,CB,23-026,45,38,7,24,14,0,0,38,0,0,,0,,23,99,32,0,0,0,0,0,29,0
Yukinari Sugawara,16,jp JPN,RB,24-242,88,46,4,20,17,9,1,46,2,0,0.0,2,100.0,29,75,39,0,0,0,1,0,32,4
Welington,34,br BRA,RB,24-006,2,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Aaron Ramsdale,30,eng ENG,GK,26-287,90,39,32,39,0,0,0,39,0,0,,0,,25,98,29,0,0,0,0,0,20,0
