Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Paul Onuachu,32,ng NGA,FW,30-273,58,14,14,0,0,0,1,0,0,0,0,0,0,8,0,0
Tyler Dibling,33,eng ENG,RM,18-350,32,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
Kamaldeen Sulemana,20,gh GHA,LM,23-010,90,18,18,0,0,0,0,2,0,0,0,0,0,16,0,0
William Smallbone,8,ie IRL,CM,25-004,90,50,45,5,1,0,0,4,0,2,1,1,0,41,0,0
Flynn Downes,4,eng ENG,CM,26-036,82,38,37,1,1,0,0,0,0,0,0,0,0,31,0,0
Cameron Archer,19,eng ENG,FW,23-219,8,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
Mateus Fernandes,18,pt POR,"RM,FW,CM",20-230,90,39,35,4,1,0,0,0,0,0,0,0,0,34,0,2
Kyle Walker-Peters,2,eng ENG,LB,27-318,58,19,15,4,0,0,0,0,4,0,0,0,0,18,0,0
Ryan Manning,3,ie IRL,LB,28-256,32,22,17,5,2,0,0,0,3,0,0,0,0,22,0,0
Joe Aribo,7,ng NGA,CB,28-219,90,58,58,0,0,0,1,1,0,0,0,0,0,51,0,0
Armel Bella Kotchap,37,de GER,CB,23-076,90,47,44,3,3,0,0,0,0,0,0,0,0,45,0,0
James Bree,14,eng ENG,CB,27-137,45,22,22,0,0,0,0,3,0,0,0,0,0,19,0,0
Taylor Harwood-Bellis,6,eng ENG,CB,23-026,45,33,33,0,0,0,0,0,0,0,0,0,0,27,0,0
Yukinari Sugawara,16,jp JPN,RB,24-242,88,39,33,6,0,0,0,0,6,0,0,0,0,33,0,0
Welington,34,br BRA,RB,24-006,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Ramsdale,30,eng ENG,GK,26-287,90,35,26,9,0,0,0,0,0,0,0,0,0,20,0,0
