Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Nicolas Jackson,15,sn SEN,FW,23-287,81,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Reece James,24,eng ENG,RB,25-116,9,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Jadon Sancho,19,eng ENG,LW,25-009,67,1,1,1,0,0,0,1,0.0,1,1,0,1,0,1,0,0
Noni Madueke,11,eng ENG,"RW,RM",23-024,23,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0
Pedro Neto,7,pt POR,"RW,FW,LW",25-025,90,1,1,0,0,1,0,0,,0,1,0,1,0,1,0,0
Cole Palmer,20,eng ENG,AM,22-332,89,3,3,0,2,1,1,3,33.3,2,0,0,0,0,3,3,0
Tosin Adarabioyo,4,eng ENG,CB,27-191,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Enzo Fernández,8,ar ARG,DM,24-076,89,1,1,1,0,0,0,1,0.0,1,0,0,0,1,2,0,0
Kiernan Dewsbury-Hall,22,eng ENG,CM,26-209,1,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,1,0
Moisés Caicedo,25,ec ECU,"DM,CM",23-152,90,4,4,2,0,2,3,4,75.0,1,1,0,1,0,4,0,0
Marc Cucurella,3,es ESP,LB,26-255,90,3,3,1,1,1,1,2,50.0,1,1,1,0,0,3,4,0
Levi Colwill,6,eng ENG,CB,22-036,90,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,7,1
Trevoh Chalobah,23,eng ENG,CB,25-272,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,5,0
Malo Gusto,27,fr FRA,"RB,LM,LW",21-319,90,1,0,1,0,0,0,0,,0,2,1,1,1,2,5,1
Robert Sánchez,1,es ESP,GK,27-136,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
