Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Chris Wood,11,nz NZL,FW,32-363,61,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Taiwo Awoniyi,9,ng NGA,FW,27-114,29,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jota Silva,20,pt POR,"LW,RW",25-125,71,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,1,0
Ramón Sosa,24,py PAR,RW,25-095,19,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0
Anthony Elanga,21,se SWE,"LW,RW",22-221,90,1,1,1,0,0,0,0,,0,0,0,0,0,1,3,0
Morgan Gibbs-White,10,eng ENG,"AM,CM",24-312,62,2,0,0,2,0,0,0,,0,1,1,0,2,4,0,0
Elliot Anderson,8,eng ENG,CM,22-028,28,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0
Nicolás Domínguez,16,ar ARG,"CM,DM",26-159,90,2,1,0,1,1,0,3,0.0,3,0,0,0,2,4,0,0
Ryan Yates,22,eng ENG,DM,27-013,45,2,1,1,1,0,1,2,50.0,1,1,0,1,1,3,1,0
Morato,4,br BRA,CB,23-157,45,2,1,2,0,0,1,2,50.0,1,0,0,0,1,3,4,0
Álex Moreno,19,es ESP,"LM,LB",31-179,90,3,3,1,2,0,2,5,40.0,3,0,0,0,3,6,3,0
Murillo,5,br BRA,CB,22-153,90,3,1,1,2,0,1,1,100.0,0,2,1,1,2,5,4,0
Nikola Milenković,31,rs SRB,CB,27-053,90,1,1,1,0,0,0,0,,0,3,1,2,0,1,0,0
Ola Aina,34,ng NGA,"RB,RM",28-057,62,4,3,4,0,0,2,2,100.0,0,1,0,1,1,5,1,0
Eric da Silva Moreira,17,de GER,RM,18-215,28,2,2,2,0,0,2,6,33.3,4,0,0,0,1,3,0,0
Matz Sels,26,be BEL,GK,32-282,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
