Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Jean-Philippe Mateta,14,fr FRA,FW,27-057,90,1,0,0,1,0,0,0,,0,1,0,1,0,1,0,0
Eberechi Eze,10,eng ENG,AM,26-056,90,2,2,0,2,0,1,2,50.0,1,1,0,1,0,2,1,0
Odsonne Édouard,22,fr FRA,AM,26-221,70,1,0,0,1,0,0,2,0.0,2,0,0,0,0,1,1,0
Ismaila Sarr,7,sn SEN,AM,26-181,20,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jefferson Lerma,8,co COL,CM,29-304,62,1,0,0,0,1,0,0,,0,1,1,0,3,4,0,0
Daichi Kamada,18,jp JPN,CM,28-019,28,2,1,0,1,1,1,2,50.0,1,0,0,0,0,2,0,0
Adam Wharton,20,eng ENG,CM,20-083,90,3,1,2,1,0,2,7,28.6,5,0,0,0,2,5,1,0
Tyrick Mitchell,3,eng ENG,WB,24-358,90,3,1,2,0,1,0,1,0.0,1,3,1,2,1,4,1,0
Daniel Muñoz,12,co COL,WB,28-090,90,3,3,1,2,0,1,1,100.0,0,0,0,0,1,4,1,0
Chadi Riad,34,ma MAR,CB,21-068,90,5,2,2,2,1,2,3,66.7,1,0,0,0,2,7,0,0
Marc Guéhi,6,eng ENG,CB,24-042,90,2,1,2,0,0,2,2,100.0,0,3,3,0,0,2,3,0
Chris Richards,26,us USA,CB,24-149,81,0,0,0,0,0,0,3,0.0,3,1,0,1,0,0,3,0
Jeffrey Schlupp,15,gh GHA,CB,31-245,9,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Dean Henderson,1,eng ENG,GK,27-165,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
