Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Jean-Philippe Mateta,14,fr FRA,FW,27-057,90,0,0,0,0,1,1,0,0,0,0,0,0,4,0,3,0.0
Eberechi Eze,10,eng ENG,AM,26-056,90,0,0,0,1,2,0,5,0,2,0,0,0,5,0,2,0.0
Odsonne Édouard,22,fr FRA,AM,26-221,70,0,0,0,3,0,1,1,0,0,0,0,0,1,1,2,33.3
Ismaila Sarr,7,sn SEN,AM,26-181,20,0,0,0,1,1,0,2,0,0,0,0,0,3,1,1,50.0
Jefferson Lerma,8,co COL,CM,29-304,62,1,0,0,2,2,0,0,3,0,0,0,0,5,0,2,0.0
Daichi Kamada,18,jp JPN,CM,28-019,28,0,0,0,0,2,0,3,0,1,0,0,0,1,0,0,
Adam Wharton,20,eng ENG,CM,20-083,90,0,0,0,1,4,0,1,2,1,0,0,0,6,2,0,100.0
Tyrick Mitchell,3,eng ENG,WB,24-358,90,0,0,0,0,2,0,7,1,1,0,0,0,5,1,2,33.3
Daniel Muñoz,12,co COL,WB,28-090,90,0,0,0,0,0,1,0,1,3,0,0,0,8,1,3,25.0
Chadi Riad,34,ma MAR,CB,21-068,90,0,0,0,1,0,0,0,2,2,0,0,0,4,2,4,33.3
Marc Guéhi,6,eng ENG,CB,24-042,90,0,0,0,0,1,0,0,0,1,0,0,0,3,3,2,60.0
Chris Richards,26,us USA,CB,24-149,81,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,66.7
Jeffrey Schlupp,15,gh GHA,CB,31-245,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
Dean Henderson,1,eng ENG,GK,27-165,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
