Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Dominic Solanke,19,eng ENG,FW,27-092,81,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Will Lankshear,42,eng ENG,FW,19-239,9,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Son Heung-min,7,kr KOR,LW,32-160,45,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Brennan Johnson,22,wls WAL,"LW,RW",23-206,45,2,0,0,1,1,1,1,100.0,0,0,0,0,1,3,0,0
Dejan Kulusevski,21,se SWE,"RW,AM",24-234,90,1,1,0,1,0,0,0,,0,1,0,1,0,1,0,0
James Maddison,10,eng ENG,AM,28-022,76,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0
Timo Werner,16,de GER,LW,28-284,14,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0
Lucas Bergvall,15,se SWE,DM,18-317,90,1,1,0,1,0,0,0,,0,0,0,0,3,4,1,0
Pape Matar Sarr,29,sn SEN,DM,22-092,90,3,3,1,2,0,0,1,0.0,1,2,0,2,4,7,0,0
Destiny Udogie,13,it ITA,LB,22-017,27,1,0,1,0,0,0,0,,0,0,0,0,1,2,0,0
Pedro Porro,23,es ESP,RB,25-093,63,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,1
Archie Gray,14,eng ENG,"CB,LB",18-278,90,1,0,0,1,0,0,0,,0,2,2,0,1,2,0,0
Radu Drăgușin,6,ro ROU,CB,22-316,90,1,0,1,0,0,1,1,100.0,0,0,0,0,4,5,1,0
Djed Spence,24,eng ENG,"LB,RB",24-128,76,3,3,1,2,0,1,1,100.0,0,0,0,0,1,4,4,0
Alfie Dorrington,48,eng ENG,CB,19-239,14,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Fraser Forster,20,eng ENG,GK,36-273,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
