Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Evanilson,9,br BRA,FW,25-071,79,22,1,2,9,11,6,22,0,0,,0,,13,54,22,1,0,1,2,0,15,3
Enes Ünal,26,tr TUR,FW,27-220,11,6,0,0,3,3,0,6,0,0,,0,,3,9,6,0,0,0,1,0,3,1
Dango Ouattara,11,bf BFA,LW,22-309,90,56,5,12,20,24,5,56,1,0,0.0,1,100.0,23,106,69,3,1,1,3,0,31,10
Antoine Semenyo,24,gh GHA,RW,24-344,67,37,2,5,15,18,8,37,3,1,33.3,1,33.3,23,234,140,6,3,2,2,3,29,7
David Brooks,7,wls WAL,RW,27-161,23,17,0,1,4,13,3,17,2,1,50.0,1,50.0,10,110,56,1,1,0,0,0,10,5
Justin Kluivert,19,nl NED,AM,25-225,79,36,1,6,7,24,2,36,0,0,,0,,21,143,82,2,4,0,3,1,29,6
Philip Billing,29,dk DEN,AM,28-188,11,9,0,1,6,3,2,9,0,0,,0,,4,4,3,0,0,0,1,0,5,2
Lewis Cook,4,eng ENG,"DM,RB",27-317,90,70,3,21,31,20,0,70,0,0,,0,,15,130,89,3,2,0,1,0,26,3
Ryan Christie,10,sct SCO,DM,29-298,90,77,6,10,43,24,6,77,4,1,25.0,2,50.0,39,218,114,2,0,1,3,1,50,4
Milos Kerkez,3,hu HUN,LB,21-039,90,50,3,17,18,15,3,50,0,0,,0,,22,109,72,1,0,0,0,1,26,7
Dean Huijsen,2,es ESP,CB,19-246,90,76,12,36,41,1,1,76,0,0,,0,,34,152,90,0,0,0,0,0,39,0
Illia Zabarnyi,27,ua UKR,CB,22-106,90,63,7,32,27,5,1,63,0,0,,0,,37,204,133,1,1,0,0,0,37,0
Adam Smith,15,eng ENG,RB,33-231,67,35,2,14,12,9,1,35,0,0,,0,,16,79,44,2,1,0,2,0,21,2
Tyler Adams,12,us USA,DM,25-306,23,28,0,5,15,8,1,28,1,0,0.0,1,100.0,14,79,25,0,0,0,1,0,16,0
Kepa Arrizabalaga,13,es ESP,GK,30-074,90,40,27,38,2,0,0,40,0,0,,0,,25,164,105,0,0,0,0,0,22,0
