Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Evanilson,9,br BRA,FW,25-178,90,13,12,1,0,0,0,0,0,0,0,0,0,8,0,1
Antoine Semenyo,24,gh GHA,"LW,AM,RM",25-085,90,35,35,0,0,1,0,0,0,0,0,0,0,26,0,2
Dango Ouattara,11,bf BFA,"RW,LW,LM",23-050,90,36,34,2,0,1,1,5,2,0,0,0,0,18,0,1
Alex Scott,8,eng ENG,AM,21-224,57,33,31,2,0,0,0,0,0,1,0,0,0,30,0,0
David Brooks,7,wls WAL,"RW,AM,CM",27-268,33,20,19,1,1,0,0,2,0,0,0,0,0,18,0,0
Lewis Cook,4,eng ENG,"DM,RB",28-058,90,69,57,12,5,0,0,4,5,2,1,0,0,55,0,0
Ryan Christie,10,sct SCO,DM,30-039,57,40,32,8,2,1,1,7,0,5,5,0,0,25,0,0
Marcos Senesi,5,ar ARG,CB,27-327,33,36,35,1,1,0,0,2,0,0,0,0,0,30,0,0
Milos Kerkez,3,hu HUN,LB,21-146,90,53,48,5,0,0,0,7,5,0,0,0,0,37,0,1
Dean Huijsen,2,es ESP,"CB,RB",19-353,90,79,75,4,1,0,1,2,3,0,0,0,0,72,0,0
Illia Zabarnyi,27,ua UKR,CB,22-213,86,56,55,1,1,0,0,1,0,0,0,0,0,47,0,0
Daniel Jebbison,21,ca CAN,FW,21-232,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Adam Smith,15,eng ENG,RB,33-338,45,31,26,5,1,0,0,5,4,0,0,0,0,19,0,0
Tyler Adams,12,us USA,"DM,CM",26-047,45,39,38,1,1,0,0,2,0,0,0,0,0,34,0,0
Kepa Arrizabalaga,13,es ESP,GK,30-181,90,39,31,8,2,0,0,0,0,0,0,0,0,32,0,0
