Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Evanilson,9,br BRA,FW,25-178,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,0
Antoine Semenyo,24,gh GHA,"LW,AM,RM",25-085,90,4,4,0,1,3,2,2,100.0,0,2,0,2,1,5,0,1
Dango Ouattara,11,bf BFA,"RW,LW,LM",23-050,90,0,0,0,0,0,0,0,,0,2,0,2,1,1,2,0
Alex Scott,8,eng ENG,AM,21-224,57,2,2,0,1,1,1,2,50.0,1,0,0,0,1,3,1,0
David Brooks,7,wls WAL,"RW,AM,CM",27-268,33,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0
Lewis Cook,4,eng ENG,"DM,RB",28-058,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Ryan Christie,10,sct SCO,DM,30-039,57,1,0,0,1,0,0,1,0.0,1,1,0,1,0,1,0,0
Marcos Senesi,5,ar ARG,CB,27-327,33,1,0,1,0,0,0,0,,0,0,0,0,0,1,1,0
Milos Kerkez,3,hu HUN,LB,21-146,90,1,0,0,1,0,0,1,0.0,1,2,1,1,2,3,5,0
Dean Huijsen,2,es ESP,"CB,RB",19-353,90,1,1,1,0,0,1,3,33.3,2,0,0,0,2,3,7,0
Illia Zabarnyi,27,ua UKR,CB,22-213,86,1,1,0,1,0,0,2,0.0,2,1,0,1,0,1,2,0
Daniel Jebbison,21,ca CAN,FW,21-232,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Adam Smith,15,eng ENG,RB,33-338,45,2,1,1,0,1,1,1,100.0,0,1,1,0,1,3,0,0
Tyler Adams,12,us USA,"DM,CM",26-047,45,3,3,0,3,0,2,3,66.7,1,3,0,3,0,3,1,0
Kepa Arrizabalaga,13,es ESP,GK,30-181,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
