Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Evanilson,9,br BRA,FW,25-178,90,19,1,4,2,13,3,19,0,0,,0,,9,38,16,1,1,1,0,0,10,4
Antoine Semenyo,24,gh GHA,"LW,AM,RM",25-085,90,49,0,3,13,34,4,49,1,0,0.0,1,100.0,25,141,75,5,1,2,1,1,33,9
Dango Ouattara,11,bf BFA,"RW,LW,LM",23-050,90,53,1,4,21,29,8,53,6,3,50.0,3,50.0,30,233,110,4,2,1,2,0,33,7
Alex Scott,8,eng ENG,AM,21-224,57,48,1,5,20,25,5,48,1,0,0.0,1,100.0,30,108,52,1,2,0,5,1,36,5
David Brooks,7,wls WAL,"RW,AM,CM",27-268,33,30,0,2,15,13,0,30,2,0,0.0,2,100.0,17,128,30,0,0,0,1,0,20,5
Lewis Cook,4,eng ENG,"DM,RB",28-058,90,75,0,9,41,25,1,75,0,0,,0,,33,147,89,2,1,0,0,1,39,4
Ryan Christie,10,sct SCO,DM,30-039,57,45,1,4,25,16,3,45,1,1,100.0,0,0.0,22,111,53,2,1,1,1,0,21,2
Marcos Senesi,5,ar ARG,CB,27-327,33,39,0,13,23,3,0,39,1,0,0.0,1,100.0,29,169,102,1,0,0,0,0,32,2
Milos Kerkez,3,hu HUN,LB,21-146,90,68,2,15,28,26,2,68,0,0,,0,,38,270,194,5,3,0,1,0,44,7
Dean Huijsen,2,es ESP,"CB,RB",19-353,90,93,2,36,43,14,0,93,1,0,0.0,1,100.0,55,393,254,4,1,0,2,0,62,4
Illia Zabarnyi,27,ua UKR,CB,22-213,86,60,3,22,37,1,0,60,0,0,,0,,45,251,169,0,0,0,0,0,46,0
Daniel Jebbison,21,ca CAN,FW,21-232,4,6,0,0,2,4,1,6,0,0,,0,,4,18,2,0,0,0,3,1,5,3
Adam Smith,15,eng ENG,RB,33-338,45,34,1,5,22,8,0,34,0,0,,0,,14,94,58,3,1,0,0,0,20,1
Tyler Adams,12,us USA,"DM,CM",26-047,45,47,2,8,31,8,1,47,0,0,,0,,21,116,84,2,0,0,1,1,29,1
Kepa Arrizabalaga,13,es ESP,GK,30-181,90,39,21,36,3,0,0,39,0,0,,0,,20,84,47,0,0,0,0,0,20,0
