Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Kevin Schade,7,de GER,FW,22-313,76,21,0,4,10,8,3,21,2,0,0.0,2,100.0,8,51,16,1,0,1,4,0,12,1
Fabio Carvalho,14,pt POR,LW,22-036,14,10,0,2,2,7,2,10,0,0,,0,,6,26,11,0,0,0,1,0,7,2
Keane Lewis-Potter,23,eng ENG,"LW,RW",23-226,90,43,2,7,12,25,10,43,4,1,25.0,2,50.0,26,231,110,7,5,5,3,1,26,6
Bryan Mbeumo,19,cm CMR,"RW,FW",25-059,90,48,0,7,15,26,4,47,4,1,25.0,1,25.0,32,175,74,3,0,2,3,2,35,9
Mikkel Damsgaard,24,dk DEN,"AM,RM",24-094,89,50,0,13,16,21,1,50,1,0,0.0,1,100.0,19,70,26,0,0,0,1,1,22,7
Yunus Emre Konak,26,tr TUR,RM,18-269,1,3,0,1,0,2,0,3,0,0,,0,,1,3,0,0,0,1,1,1,2,1
Christian Nørgaard,6,dk DEN,DM,30-209,76,45,6,20,15,11,6,45,0,0,,0,,25,136,56,1,0,0,1,1,31,3
Yehor Yarmoliuk,18,ua UKR,LM,20-218,14,11,0,5,4,2,0,11,1,1,100.0,0,0.0,5,32,5,0,0,0,1,0,6,0
Vitaly Janelt,27,de GER,"DM,CM",26-148,90,49,3,14,24,11,1,49,1,1,100.0,0,0.0,19,89,44,1,1,0,0,0,24,1
Kristoffer Ajer,20,no NOR,LB,26-171,89,38,7,16,12,10,3,38,1,0,0.0,1,100.0,12,81,40,2,3,0,0,1,17,1
Mads Roerslev,30,dk DEN,LB,25-103,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Ethan Pinnock,5,jm JAM,CB,31-129,90,48,9,24,14,10,4,48,2,1,50.0,1,50.0,16,73,38,0,0,0,0,1,21,1
Nathan Collins,22,ie IRL,CB,23-158,90,75,15,45,22,8,5,75,0,0,,0,,30,145,74,0,0,0,0,0,46,1
Sepp van den Berg,4,nl NED,RB,22-290,90,49,5,19,18,12,3,49,0,0,,0,,17,119,89,2,1,0,0,1,30,2
Mark Flekken,1,nl NED,GK,31-114,90,48,36,46,2,0,0,48,0,0,,0,,31,189,72,0,0,0,0,0,27,0
