Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Raúl Jiménez,7,mx MEX,FW,33-132,72,0,0,0,2,1,2,1,1,1,0,0,0,2,1,4,20.0
Rodrigo Muniz,9,br BRA,FW,23-133,18,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2,33.3
Alex Iwobi,17,ng NGA,LW,28-134,65,0,0,0,0,1,0,3,0,2,0,0,0,4,0,0,
Sander Berge,16,no NOR,DM,26-213,25,0,0,0,0,0,0,0,2,0,0,0,0,3,2,0,100.0
Adama Traoré,11,es ESP,RW,28-233,90,0,0,0,0,4,0,3,0,2,0,0,0,2,1,1,50.0
Emile Smith Rowe,32,eng ENG,AM,24-048,72,0,0,0,1,0,1,1,1,3,0,0,0,2,0,0,
Tom Cairney,10,sct SCO,DM,33-238,18,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,
Saša Lukić,20,rs SRB,DM,28-032,65,1,0,0,3,1,0,0,0,3,0,0,0,3,2,1,66.7
Reiss Nelson,19,eng ENG,LW,24-279,25,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,
Andreas Pereira,18,br BRA,"DM,AM",28-257,85,0,0,0,2,1,0,5,0,0,0,0,0,4,1,1,50.0
Harrison Reed,6,eng ENG,AM,29-231,5,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,100.0
Antonee Robinson,33,us USA,LB,27-037,90,0,0,0,3,0,0,4,2,3,0,0,0,3,2,0,100.0
Calvin Bassey,3,ng NGA,CB,24-258,90,0,0,0,0,4,0,0,2,1,0,0,0,2,2,0,100.0
Joachim Andersen,5,dk DEN,CB,28-106,90,0,0,0,0,2,0,0,1,2,0,0,0,7,5,1,83.3
Kenny Tete,2,nl NED,RB,28-341,90,0,0,0,2,2,0,2,4,2,0,0,0,2,2,0,100.0
Bernd Leno,1,de GER,GK,32-194,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
