Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Leandro Trossard,19,be BEL,FW,30-129,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Gabriel Martinelli,11,br BRA,LW,23-298,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Ethan Nwaneri,53,eng ENG,RW,18-022,61,1,0,0,1,0,1,2,50.0,1,0,0,0,0,1,0,0
Bukayo Saka,7,eng ENG,RW,23-219,29,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Declan Rice,41,eng ENG,LM,26-088,74,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0
Mikel Merino,23,es ESP,LM,28-294,16,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jorginho,20,it ITA,CM,33-113,90,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0
Oleksandr Zinchenko,17,ua UKR,RM,28-118,61,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Martin Ødegaard,8,no NOR,RM,26-116,29,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Kieran Tierney,3,sct SCO,LB,27-311,61,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,2,0
Myles Lewis-Skelly,49,eng ENG,LB,18-198,29,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Jakub Kiwior,15,pl POL,CB,25-056,90,2,1,0,1,1,1,1,100.0,0,0,0,0,1,3,1,0
William Saliba,2,fr FRA,CB,24-019,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
Thomas Partey,5,gh GHA,RB,31-303,68,0,0,0,0,0,0,0,,0,1,0,1,1,1,4,0
Jurriën Timber,12,nl NED,RB,23-299,22,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
David Raya,22,es ESP,GK,29-209,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
