Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Christopher Nkunku,18,fr FRA,FW,27-143,45,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,100.0
Nicolas Jackson,15,sn SEN,FW,23-290,45,0,0,0,1,2,0,0,0,0,0,0,0,3,1,1,50.0
Jadon Sancho,19,eng ENG,LW,25-012,90,0,0,0,1,1,0,0,1,0,0,0,0,8,1,1,50.0
Noni Madueke,11,eng ENG,RW,23-027,58,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,
Pedro Neto,7,pt POR,RW,25-028,32,0,0,0,0,1,0,6,0,0,0,0,0,2,0,1,0.0
Kiernan Dewsbury-Hall,22,eng ENG,AM,26-212,58,0,0,0,0,2,0,1,0,2,0,0,0,2,0,0,
Cole Palmer,20,eng ENG,AM,22-335,32,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,
Moisés Caicedo,25,ec ECU,DM,23-155,90,0,0,0,0,1,0,0,1,3,0,0,0,2,2,0,100.0
Enzo Fernández,8,ar ARG,DM,24-079,90,1,0,0,1,2,0,2,0,0,0,0,0,3,1,0,100.0
Reece James,24,eng ENG,LB,25-119,76,0,0,0,1,0,0,3,3,1,0,0,0,12,1,0,100.0
Marc Cucurella,3,es ESP,LB,26-258,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0
Tosin Adarabioyo,4,eng ENG,CB,27-194,90,1,0,0,1,2,0,0,1,0,0,0,0,3,2,2,50.0
Trevoh Chalobah,23,eng ENG,CB,25-275,90,0,0,0,1,0,0,0,1,0,0,0,0,2,5,1,83.3
Malo Gusto,27,fr FRA,RB,21-322,90,1,0,0,2,1,0,4,3,2,0,0,0,5,0,1,0.0
Robert Sánchez,1,es ESP,GK,27-139,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
