Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Diogo Jota,20,pt POR,FW,28-130,59,15,15,0,0,1,0,0,0,0,0,0,0,10,0,0
Cody Gakpo,18,nl NED,LW,25-341,31,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0
Luis Díaz,7,co COL,"LW,FW,RW",28-090,90,30,29,0,0,0,0,3,0,0,0,0,0,22,1,0
Mohamed Salah,11,eg EGY,RW,32-302,84,39,39,0,0,0,0,2,0,0,0,0,0,29,0,2
Wataru Endo,3,jp JPN,CM,32-063,6,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
Curtis Jones,17,eng ENG,AM,24-073,67,46,46,0,0,0,0,1,0,0,0,0,0,43,0,0
Jarell Quansah,78,eng ENG,RB,22-074,23,7,7,0,0,0,0,0,0,0,0,0,0,5,0,0
Alexis Mac Allister,10,ar ARG,"DM,CM",26-110,90,45,35,10,3,0,0,9,0,6,1,5,0,32,0,1
Ryan Gravenberch,38,nl NED,"DM,CM",22-332,90,49,49,0,0,0,1,0,0,0,0,0,0,42,0,0
Kostas Tsimikas,21,gr GRE,LB,28-336,59,54,42,10,0,0,0,6,6,4,4,0,0,44,2,0
Andrew Robertson,26,sct SCO,LB,31-033,31,12,9,3,1,0,0,0,2,0,0,0,0,6,0,0
Virgil van Dijk,4,nl NED,CB,33-279,90,68,61,6,1,0,2,0,1,0,0,0,0,64,1,0
Ibrahima Konaté,5,fr FRA,CB,25-323,90,61,59,1,1,0,0,0,0,0,0,0,0,55,1,2
Conor Bradley,84,nir NIR,RB,21-278,67,57,52,5,1,0,0,0,4,0,0,0,0,51,0,1
Dominik Szoboszlai,8,hu HUN,"AM,FW",24-170,23,7,6,1,0,0,0,0,0,0,0,0,0,6,0,0
Alisson,1,br BRA,GK,32-193,90,39,30,9,4,0,0,0,0,0,0,0,0,26,0,0
