Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Diogo Jota,20,pt POR,FW,27-285,59,23,0,4,6,13,4,23,2,0,0.0,1,50.0,15,111,76,3,3,1,3,0,18,4
Darwin Núñez,9,uy URU,FW,25-082,31,7,0,0,3,5,0,7,0,0,,0,,5,54,27,2,2,0,0,1,4,1
Luis Díaz,7,co COL,LW,27-245,59,36,0,1,19,16,3,36,3,0,0.0,3,100.0,23,125,48,1,1,0,0,0,28,7
Cody Gakpo,18,nl NED,LW,25-130,31,12,0,0,5,7,0,12,1,1,100.0,0,0.0,10,58,10,0,1,0,0,1,12,6
Mohamed Salah,11,eg EGY,RW,32-091,90,54,0,1,15,38,9,54,5,1,20.0,4,80.0,39,294,126,7,2,7,3,1,50,18
Dominik Szoboszlai,8,hu HUN,AM,23-325,90,71,0,3,46,23,4,71,3,2,66.7,1,33.3,42,155,89,2,2,0,1,0,49,5
Alexis Mac Allister,10,ar ARG,DM,25-265,59,55,1,8,35,12,1,55,0,0,,0,,33,116,26,0,0,0,2,1,42,1
Conor Bradley,84,nir NIR,"CB,RB",21-067,31,24,1,8,8,9,3,24,0,0,,0,,15,83,50,2,0,2,0,0,13,2
Ryan Gravenberch,38,nl NED,"DM,CM",22-121,90,86,4,19,54,13,2,86,3,2,66.7,1,33.3,60,375,216,4,1,1,2,0,61,5
Andrew Robertson,26,sct SCO,LB,30-187,74,57,0,11,33,15,0,57,0,0,,0,,30,168,106,2,1,0,0,0,38,1
Kostas Tsimikas,21,gr GRE,CB,28-125,16,15,0,6,5,4,0,15,0,0,,0,,5,11,4,0,0,0,0,0,8,3
Virgil van Dijk,4,nl NED,CB,33-068,90,130,9,46,79,5,4,130,0,0,,0,,73,308,202,0,1,0,0,1,83,0
Ibrahima Konaté,5,fr FRA,CB,25-112,74,66,6,19,46,1,0,66,0,0,,0,,39,194,123,1,0,0,0,0,43,0
Curtis Jones,17,eng ENG,CM,23-228,16,10,0,2,5,3,0,10,0,0,,0,,8,39,23,0,0,0,1,1,10,0
Trent Alexander-Arnold,66,eng ENG,"RB,CM,DM",25-343,90,93,0,12,46,35,1,93,3,0,0.0,3,100.0,57,274,147,3,2,0,2,3,66,9
Alisson,1,br BRA,GK,31-348,90,21,14,20,1,0,0,21,0,0,,0,,11,68,33,0,0,0,0,0,12,0
