Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Jamie Vardy,9,eng ENG,FW,38-086,90,3,1,0,2,1,2,2,100.0,0,0,0,0,0,3,1,0
Bilal El Khannouss,11,ma MAR,AM,20-332,73,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,1
Jeremy Monga,93,,RW,,17,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Patson Daka,20,zm ZAM,AM,26-180,45,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0
Facundo Buonanotte,40,ar ARG,"RW,AM",20-105,45,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Boubakary Soumaré,24,fr FRA,"DM,CM",26-039,90,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,0,0
Wilfred Ndidi,6,ng NGA,"DM,CM",28-112,90,2,2,2,0,0,0,0,,0,0,0,0,3,5,0,0
Victor Bernth Kristiansen,16,dk DEN,WB,22-112,45,1,1,1,0,0,1,2,50.0,1,1,1,0,1,2,1,0
Stephy Mavididi,10,eng ENG,LW,26-311,45,1,1,0,0,1,1,2,50.0,1,1,0,1,1,2,1,0
James Justin,2,eng ENG,"WB,RB",27-043,73,0,0,0,0,0,0,0,,0,1,0,1,2,2,2,1
Ricardo Pereira,21,pt POR,RB,31-183,17,2,0,1,0,1,1,2,50.0,1,0,0,0,0,2,1,0
Luke Thomas,33,eng ENG,"LB,CB",23-301,90,2,2,2,0,0,2,4,50.0,2,1,0,1,1,3,3,0
Conor Coady,4,eng ENG,CB,32-041,90,0,0,0,0,0,0,1,0.0,1,1,1,0,3,3,0,1
Wout Faes,3,be BEL,CB,27-004,90,3,2,2,1,0,3,4,75.0,1,1,1,0,2,5,1,0
Mads Hermansen,30,dk DEN,GK,24-270,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
