Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Jamie Vardy,9,eng ENG,FW,38-086,90,28,1,2,15,11,3,28,0,0,,0,,14,67,12,1,0,0,2,1,20,8
Bilal El Khannouss,11,ma MAR,AM,20-332,73,44,1,6,14,25,1,44,1,0,0.0,1,100.0,25,230,103,3,3,1,3,3,29,3
Jeremy Monga,93,,RW,,17,9,0,0,5,4,0,9,2,0,0.0,1,50.0,7,70,4,0,0,0,1,1,8,2
Patson Daka,20,zm ZAM,AM,26-180,45,21,0,5,10,7,1,21,0,0,,0,,17,157,86,3,1,1,2,1,17,3
Facundo Buonanotte,40,ar ARG,"RW,AM",20-105,45,34,0,5,18,11,1,34,4,1,25.0,3,75.0,15,110,25,0,0,0,1,3,16,1
Boubakary Soumaré,24,fr FRA,"DM,CM",26-039,90,92,1,9,76,8,0,92,1,0,0.0,1,100.0,58,239,83,0,1,0,1,0,72,1
Wilfred Ndidi,6,ng NGA,"DM,CM",28-112,90,65,0,17,32,17,5,65,1,0,0.0,1,100.0,35,157,39,0,1,0,3,1,37,4
Victor Bernth Kristiansen,16,dk DEN,WB,22-112,45,25,1,3,13,9,0,25,1,1,100.0,0,0.0,10,62,27,1,1,0,1,0,16,4
Stephy Mavididi,10,eng ENG,LW,26-311,45,29,1,4,8,18,1,29,1,1,100.0,0,0.0,15,97,53,3,2,1,1,0,21,6
James Justin,2,eng ENG,"WB,RB",27-043,73,42,2,16,14,13,0,42,1,1,100.0,0,0.0,24,86,44,1,2,0,1,0,27,2
Ricardo Pereira,21,pt POR,RB,31-183,17,25,1,6,16,4,2,25,3,3,100.0,0,0.0,11,58,40,1,1,1,0,0,16,1
Luke Thomas,33,eng ENG,"LB,CB",23-301,90,92,2,20,55,18,0,92,1,1,100.0,0,0.0,50,222,95,0,0,0,2,0,61,1
Conor Coady,4,eng ENG,CB,32-041,90,70,13,40,30,0,0,70,0,0,,0,,50,288,179,1,0,0,0,0,54,0
Wout Faes,3,be BEL,CB,27-004,90,64,6,38,25,2,2,64,1,1,100.0,0,0.0,44,225,139,0,1,1,1,2,46,0
Mads Hermansen,30,dk DEN,GK,24-270,90,51,32,49,2,0,0,51,0,0,,0,,37,184,102,0,0,0,0,0,36,0
