Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Nicolas Jackson,15,sn SEN,FW,23-143,87,11,11,0,0,0,0,1,0,0,0,0,0,7,0,1
Christopher Nkunku,18,fr FRA,FW,26-362,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedro Neto,7,pt POR,"LW,RW",24-246,90,23,23,0,0,0,0,4,0,0,0,0,0,20,0,0
Noni Madueke,11,eng ENG,RW,22-245,67,20,17,3,0,0,0,2,3,0,0,0,0,16,0,0
Mykhailo Mudryk,10,ua UKR,LW,23-310,23,6,5,1,0,0,0,1,0,1,0,0,0,4,0,0
Cole Palmer,20,eng ENG,AM,22-188,90,34,27,7,2,0,1,4,0,3,0,3,0,23,0,1
Roméo Lavia,45,be BEL,DM,20-309,67,27,26,1,1,0,0,0,0,0,0,0,0,26,0,0
Enzo Fernández,8,ar ARG,DM,23-298,23,18,16,2,2,0,0,1,0,0,0,0,0,14,0,1
Moisés Caicedo,25,ec ECU,DM,23-008,90,55,55,0,0,0,1,0,0,0,0,0,0,52,0,1
Marc Cucurella,3,es ESP,LB,26-111,90,42,37,5,2,0,0,0,3,0,0,0,0,39,0,0
Levi Colwill,6,eng ENG,CB,21-258,90,79,72,7,1,0,1,0,0,0,0,0,0,65,0,2
Wesley Fofana,29,fr FRA,CB,23-329,90,51,50,1,1,0,0,0,0,0,0,0,0,48,0,0
Malo Gusto,27,fr FRA,RB,21-175,81,38,32,5,2,0,0,0,3,0,0,0,0,32,1,0
Reece James,24,eng ENG,RB,24-338,9,3,3,0,0,0,0,1,0,0,0,0,0,2,0,0
Robert Sánchez,1,es ESP,GK,26-358,90,40,33,7,5,0,0,0,0,0,0,0,0,28,0,0
