Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Nicolas Jackson,15,sn SEN,FW,23-143,87,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
Christopher Nkunku,18,fr FRA,FW,26-362,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Pedro Neto,7,pt POR,"LW,RW",24-246,90,2,1,1,1,0,0,1,0.0,1,2,0,2,1,3,0,0
Noni Madueke,11,eng ENG,RW,22-245,67,1,1,1,0,0,0,1,0.0,1,1,0,1,0,1,0,0
Mykhailo Mudryk,10,ua UKR,LW,23-310,23,1,1,1,0,0,0,0,,0,1,0,1,0,1,0,0
Cole Palmer,20,eng ENG,AM,22-188,90,1,1,1,0,0,0,1,0.0,1,1,0,1,0,1,0,0
Roméo Lavia,45,be BEL,DM,20-309,67,1,1,0,1,0,1,2,50.0,1,0,0,0,0,1,1,0
Enzo Fernández,8,ar ARG,DM,23-298,23,3,3,2,1,0,1,2,50.0,1,0,0,0,0,3,0,0
Moisés Caicedo,25,ec ECU,DM,23-008,90,3,3,3,0,0,0,1,0.0,1,3,2,1,1,4,1,0
Marc Cucurella,3,es ESP,LB,26-111,90,3,2,3,0,0,1,2,50.0,1,2,1,1,3,6,2,0
Levi Colwill,6,eng ENG,CB,21-258,90,2,1,2,0,0,0,0,,0,1,1,0,1,3,4,1
Wesley Fofana,29,fr FRA,CB,23-329,90,0,0,0,0,0,0,0,,0,1,1,0,0,0,7,0
Malo Gusto,27,fr FRA,RB,21-175,81,1,1,1,0,0,0,0,,0,1,1,0,1,2,2,0
Reece James,24,eng ENG,RB,24-338,9,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Robert Sánchez,1,es ESP,GK,26-358,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1
