Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Evanilson,9,br BRA,FW,25-034,90,23,3,3,6,14,4,23,2,2,100.0,0,0.0,11,66,42,2,1,1,2,1,17,3
Justin Kluivert,19,nl NED,LW,25-188,75,38,0,3,11,25,5,38,1,0,0.0,1,100.0,23,128,70,5,0,3,1,1,25,9
David Brooks,7,wls WAL,RM,27-124,15,7,0,1,2,5,1,7,0,0,,0,,6,26,15,0,1,0,0,0,5,3
Antoine Semenyo,24,gh GHA,"RW,LM",24-307,90,51,2,5,21,26,8,51,2,1,50.0,0,0.0,30,264,141,6,2,4,2,1,33,10
Ryan Christie,10,sct SCO,"AM,DM",29-261,75,43,3,7,19,18,2,43,3,2,66.7,1,33.3,22,89,48,2,0,0,3,1,23,0
Enes Ünal,26,tr TUR,FW,27-183,15,5,1,1,2,2,2,5,0,0,,0,,2,2,2,0,0,0,0,0,3,0
Tyler Adams,12,us USA,DM,25-269,66,52,3,7,26,19,1,52,0,0,,0,,22,116,43,0,2,0,0,0,23,0
Marcus Tavernier,16,eng ENG,"CM,AM",25-232,24,18,1,1,8,9,0,18,2,1,50.0,1,50.0,8,65,43,1,1,0,0,1,10,0
Lewis Cook,4,eng ENG,"DM,CM",27-280,90,61,3,10,29,22,1,61,1,0,0.0,1,100.0,27,102,43,1,0,0,0,0,34,4
Milos Kerkez,3,hu HUN,LB,21-002,90,57,2,18,19,20,3,57,0,0,,0,,25,130,56,1,0,0,3,0,28,6
Marcos Senesi,5,ar ARG,CB,27-183,66,51,3,15,28,8,1,51,0,0,,0,,37,188,80,1,1,0,1,0,36,0
Dean Huijsen,2,es ESP,CB,19-209,24,25,3,10,11,4,3,25,0,0,,0,,12,101,81,2,0,0,0,0,16,0
Illia Zabarnyi,27,ua UKR,CB,22-069,90,55,8,20,32,3,0,55,0,0,,0,,31,131,49,0,2,0,1,0,31,0
Adam Smith,15,eng ENG,RB,33-194,83,44,3,11,24,9,0,44,0,0,,0,,16,28,21,0,0,0,1,2,15,0
Julian Araujo,22,mx MEX,RB,23-088,7,3,1,2,1,0,0,3,0,0,,0,,1,1,0,0,0,0,0,0,0,0
Kepa Arrizabalaga,13,es ESP,GK,30-037,90,31,21,29,2,0,0,31,0,0,,0,,17,91,64,0,0,0,0,0,12,0
