Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Anthony Gordon,10,eng ENG,FW,23-224,90,0,0,0,0,4,0,2,0,1,0,0,0,3,0,0,
Harvey Barnes,11,eng ENG,LW,26-301,61,0,0,0,2,1,1,1,1,1,0,0,0,4,0,1,0.0
Miguel Almirón,24,py PAR,RW,30-238,29,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,
Jacob Murphy,23,eng ENG,"RW,LW",29-224,68,0,0,0,0,0,0,2,1,2,0,0,0,1,0,2,0.0
Joe Willock,28,eng ENG,LW,25-046,22,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,
Joelinton,7,br BRA,LM,28-052,90,0,0,0,1,0,1,0,0,1,0,0,0,4,1,1,50.0
Bruno Guimarães,39,br BRA,CM,26-324,90,0,0,0,1,3,0,0,2,2,0,0,0,9,0,1,0.0
Sandro Tonali,8,it ITA,RM,24-150,70,0,0,0,0,3,0,2,1,0,1,0,0,6,1,1,50.0
Sean Longstaff,36,eng ENG,RM,26-341,20,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,
Lewis Hall,20,eng ENG,LB,20-027,90,1,0,0,1,0,0,7,1,1,0,0,0,5,1,0,100.0
Dan Burn,33,eng ENG,CB,32-149,90,0,0,0,0,0,0,0,0,2,0,0,0,1,6,3,66.7
Fabian Schär,5,ch SUI,CB,32-290,90,1,0,0,1,0,0,0,1,0,0,0,0,3,1,3,25.0
Kieran Trippier,2,eng ENG,RB,34-016,70,0,0,0,2,1,0,5,0,2,0,0,0,8,1,1,50.0
Valentino Livramento,21,eng ENG,RB,21-328,20,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,
Nick Pope,22,eng ENG,GK,32-169,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
