Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Anthony Gordon,10,eng ENG,FW,23-224,90,30,28,2,0,1,0,2,1,0,0,0,0,24,0,0
Harvey Barnes,11,eng ENG,LW,26-301,61,23,23,0,0,0,0,1,0,0,0,0,0,18,0,1
Miguel Almirón,24,py PAR,RW,30-238,29,14,14,0,0,1,0,0,0,0,0,0,0,12,0,0
Jacob Murphy,23,eng ENG,"RW,LW",29-224,68,30,30,0,0,0,0,2,0,0,0,0,0,24,0,0
Joe Willock,28,eng ENG,LW,25-046,22,13,12,0,0,0,0,0,0,0,0,0,0,11,1,0
Joelinton,7,br BRA,LM,28-052,90,53,50,2,1,0,0,0,1,0,0,0,0,48,1,0
Bruno Guimarães,39,br BRA,CM,26-324,90,80,75,4,4,0,0,0,0,0,0,0,0,71,1,1
Sandro Tonali,8,it ITA,RM,24-150,70,47,47,0,0,0,0,2,0,0,0,0,0,33,0,1
Sean Longstaff,36,eng ENG,RM,26-341,20,20,20,0,0,0,0,0,0,0,0,0,0,19,0,0
Lewis Hall,20,eng ENG,LB,20-027,90,96,84,12,0,0,0,7,7,5,5,0,0,76,0,2
Dan Burn,33,eng ENG,CB,32-149,90,83,83,0,0,0,1,0,0,0,0,0,0,76,0,0
Fabian Schär,5,ch SUI,CB,32-290,90,74,72,2,1,0,2,0,1,0,0,0,0,66,0,0
Kieran Trippier,2,eng ENG,RB,34-016,70,86,71,15,4,0,0,5,6,5,4,0,0,71,0,2
Valentino Livramento,21,eng ENG,RB,21-328,20,22,22,0,0,0,0,3,0,0,0,0,0,17,0,1
Nick Pope,22,eng ENG,GK,32-169,90,32,22,10,3,0,0,0,0,0,0,0,0,28,0,0
