Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Dango Ouattara,11,bf BFA,FW,23-014,76,0,0,0,1,0,1,1,0,0,0,0,0,2,1,1,50.0
Evanilson,9,br BRA,FW,25-142,14,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,100.0
Antoine Semenyo,24,gh GHA,"LW,RW",25-049,90,1,0,0,5,0,2,3,1,1,0,0,0,2,3,2,60.0
David Brooks,7,wls WAL,RW,27-232,45,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0.0
Marcus Tavernier,16,eng ENG,"RW,DM",25-340,45,0,0,0,1,1,1,1,0,1,0,0,0,5,1,2,33.3
Justin Kluivert,19,nl NED,AM,25-296,90,0,0,0,1,2,0,10,0,1,0,0,0,1,0,2,0.0
Tyler Adams,12,us USA,"DM,CB",26-011,90,0,0,0,0,2,0,1,1,2,0,0,0,7,2,2,50.0
Ryan Christie,10,sct SCO,DM,30-003,25,0,0,0,1,0,0,0,1,1,0,0,0,3,0,0,
Alex Scott,8,eng ENG,DM,21-188,65,0,0,0,1,1,0,0,1,1,0,0,0,5,2,1,66.7
Milos Kerkez,3,hu HUN,LB,21-110,90,0,0,0,0,3,0,2,0,0,0,0,0,9,3,2,60.0
Dean Huijsen,2,es ESP,CB,19-317,90,0,0,0,1,0,0,0,4,0,0,0,0,4,5,1,83.3
James Hill,23,eng ENG,CB,23-046,84,0,0,0,1,1,0,0,3,3,0,0,0,1,1,4,20.0
Luis Sinisterra,17,co COL,LW,25-253,6,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,100.0
Lewis Cook,4,eng ENG,RB,28-022,90,0,0,0,0,0,0,2,1,2,0,0,0,3,4,0,100.0
Kepa Arrizabalaga,13,es ESP,GK,30-145,90,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,
