Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Dango Ouattara,11,bf BFA,FW,23-014,76,23,0,0,7,16,9,23,0,0,,0,,12,73,40,3,1,3,2,2,17,8
Evanilson,9,br BRA,FW,25-142,14,2,0,0,1,1,1,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Antoine Semenyo,24,gh GHA,"LW,RW",25-049,90,44,0,2,15,27,6,44,2,1,50.0,1,50.0,20,100,74,3,2,3,2,3,31,6
David Brooks,7,wls WAL,RW,27-232,45,14,0,0,6,8,0,14,0,0,,0,,9,95,76,2,2,0,2,2,12,1
Marcus Tavernier,16,eng ENG,"RW,DM",25-340,45,31,0,4,8,19,2,31,1,1,100.0,0,0.0,15,80,36,1,0,1,1,1,15,3
Justin Kluivert,19,nl NED,AM,25-296,90,58,0,3,24,32,4,58,10,7,70.0,3,30.0,41,217,148,7,3,4,3,4,45,9
Tyler Adams,12,us USA,"DM,CB",26-011,90,85,3,24,51,10,2,85,1,0,0.0,0,0.0,47,203,108,0,0,0,2,0,55,0
Ryan Christie,10,sct SCO,DM,30-003,25,12,1,2,6,4,1,12,0,0,,0,,6,13,4,0,0,0,1,0,3,1
Alex Scott,8,eng ENG,DM,21-188,65,40,2,10,26,5,0,40,3,2,66.7,0,0.0,15,68,41,1,0,0,2,0,18,1
Milos Kerkez,3,hu HUN,LB,21-110,90,76,2,22,35,20,2,76,5,2,40.0,3,60.0,37,224,76,1,4,0,3,1,38,5
Dean Huijsen,2,es ESP,CB,19-317,90,95,9,48,46,1,1,95,0,0,,0,,42,238,156,0,0,0,0,1,53,0
James Hill,23,eng ENG,CB,23-046,84,71,3,31,37,3,3,71,0,0,,0,,38,148,101,0,0,0,0,0,50,0
Luis Sinisterra,17,co COL,LW,25-253,6,8,0,1,3,4,3,8,0,0,,0,,4,15,8,1,0,0,1,0,7,2
Lewis Cook,4,eng ENG,RB,28-022,90,60,3,16,24,20,1,60,1,1,100.0,0,0.0,22,53,19,0,2,0,2,0,31,3
Kepa Arrizabalaga,13,es ESP,GK,30-145,90,40,26,35,4,1,1,40,0,0,,0,,28,126,93,0,0,0,0,0,25,0
