Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Yoane Wissa,11,cd COD,FW,27-350,83,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Fabio Carvalho,14,pt POR,FW,21-354,7,1,1,0,0,1,0,0,,0,1,0,1,0,1,0,0
Kevin Schade,7,de GER,LW,22-265,73,3,2,2,0,1,2,2,100.0,0,0,0,0,0,3,1,0
Keane Lewis-Potter,23,eng ENG,"LW,LM,FW",23-178,17,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0
Bryan Mbeumo,19,cm CMR,"RW,FW",25-011,89,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Ben Mee,16,eng ENG,CB,34-332,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Mathias Jensen,8,dk DEN,LM,28-230,83,0,0,0,0,0,0,1,0.0,1,3,1,2,2,2,0,0
Frank Onyeka,15,ng NGA,CM,26-230,7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Vitaly Janelt,27,de GER,CM,26-100,73,3,2,0,2,1,3,3,100.0,0,0,0,0,2,5,1,0
Mikkel Damsgaard,24,dk DEN,"RM,CM",24-046,17,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Christian Nørgaard,6,dk DEN,"RM,CM",30-161,90,3,1,1,2,0,1,1,100.0,0,2,0,2,3,6,3,0
Kristoffer Ajer,20,no NOR,LB,26-123,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Ethan Pinnock,5,jm JAM,CB,31-081,90,2,0,0,2,0,2,3,66.7,1,2,1,1,1,3,5,0
Nathan Collins,22,ie IRL,CB,23-110,90,5,2,1,3,1,4,5,80.0,1,3,2,1,0,5,6,0
Mads Roerslev,30,dk DEN,RB,25-055,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0
Mark Flekken,1,nl NED,GK,31-066,90,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0
