Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Raúl Jiménez,7,mx MEX,FW,33-174,89,41,1,1,13,27,5,41,2,1,50.0,1,50.0,17,27,13,0,0,0,1,3,26,3
Rodrigo Muniz,9,br BRA,FW,23-175,1,1,0,0,1,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Alex Iwobi,17,ng NGA,"LW,RW",28-176,89,60,0,7,31,24,3,60,6,3,50.0,3,50.0,44,286,209,5,4,1,1,0,49,5
Jorge Cuenca,15,es ESP,CB,24-344,1,4,0,2,1,1,0,4,0,0,,0,,1,0,0,0,0,0,0,0,1,0
Adama Traoré,11,es ESP,RW,28-275,67,36,0,4,12,20,3,36,1,0,0.0,0,0.0,29,170,76,1,2,0,2,2,34,11
Reiss Nelson,19,eng ENG,"LW,LM",24-321,23,13,0,1,5,8,2,13,2,1,50.0,1,50.0,11,97,35,1,2,2,0,0,10,1
Emile Smith Rowe,32,eng ENG,AM,24-090,78,55,0,5,33,17,3,55,2,1,50.0,1,50.0,41,152,72,1,2,0,5,0,46,7
Harrison Reed,6,eng ENG,"DM,CM",29-273,12,9,1,1,2,6,1,9,0,0,,0,,2,1,0,0,0,0,0,0,7,1
Sander Berge,16,no NOR,"DM,CM",26-255,90,65,2,16,43,6,0,65,0,0,,0,,35,244,91,1,1,0,0,0,39,0
Andreas Pereira,18,br BRA,DM,28-299,78,44,0,4,16,24,2,44,1,0,0.0,1,100.0,29,94,40,0,0,0,0,2,34,5
Harry Wilson,8,wls WAL,"AM,RM",27-218,12,5,0,1,2,3,0,5,0,0,,0,,4,38,15,0,1,0,0,0,4,2
Antonee Robinson,33,us USA,LB,27-079,90,77,7,27,30,21,2,77,1,0,0.0,1,100.0,32,154,68,1,1,0,1,1,39,4
Calvin Bassey,3,ng NGA,CB,24-300,90,82,3,36,46,0,0,82,0,0,,0,,58,239,143,1,0,0,1,1,65,0
Issa Diop,31,fr FRA,CB,27-291,90,91,8,44,46,1,1,91,1,1,100.0,0,0.0,70,305,189,0,0,0,0,0,74,0
Kenny Tete,2,nl NED,RB,29-017,90,95,0,18,52,26,0,95,1,0,0.0,1,100.0,52,211,78,2,0,0,1,1,59,4
Bernd Leno,1,de GER,GK,32-236,90,64,29,64,0,0,0,64,0,0,,0,,53,223,141,0,0,0,0,0,44,0
