Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Nicolas Jackson,15,sn SEN,FW,23-156,89,2,1,0,2,0,0,0,,0,0,0,0,1,3,0,0
Kiernan Dewsbury-Hall,22,eng ENG,AM,26-078,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
João Félix,14,pt POR,LW,25-013,80,3,2,0,3,0,2,3,66.7,1,1,0,1,0,3,0,0
Christopher Nkunku,18,fr FRA,LW,27-009,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Noni Madueke,11,eng ENG,RW,22-258,84,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
Jadon Sancho,19,eng ENG,RW,24-243,6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Cole Palmer,20,eng ENG,"AM,FW",22-201,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Enzo Fernández,8,ar ARG,DM,23-311,90,5,2,2,2,1,4,5,80.0,1,3,0,3,1,6,2,0
Moisés Caicedo,25,ec ECU,DM,23-021,80,3,2,1,1,1,1,2,50.0,1,0,0,0,1,4,1,0
Roméo Lavia,45,be BEL,DM,20-322,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Marc Cucurella,3,es ESP,LB,26-124,90,3,2,0,3,0,3,4,75.0,1,1,0,1,2,5,2,0
Benoît Badiashile,5,fr FRA,CB,23-242,90,0,0,0,0,0,0,0,,0,1,1,0,4,4,2,0
Levi Colwill,6,eng ENG,CB,21-271,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
Wesley Fofana,29,fr FRA,RB,23-342,90,1,1,0,1,0,0,2,0.0,2,0,0,0,0,1,3,0
Robert Sánchez,1,es ESP,GK,27-005,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
