Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Nicolas Jackson,15,sn SEN,FW,23-156,89,9,9,0,0,0,0,1,0,0,0,0,0,7,0,1
Kiernan Dewsbury-Hall,22,eng ENG,AM,26-078,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
João Félix,14,pt POR,LW,25-013,80,44,44,0,0,1,1,0,0,0,0,0,0,37,0,2
Christopher Nkunku,18,fr FRA,LW,27-009,10,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0
Noni Madueke,11,eng ENG,RW,22-258,84,30,29,1,0,0,0,2,1,0,0,0,0,23,0,1
Jadon Sancho,19,eng ENG,RW,24-243,6,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1
Cole Palmer,20,eng ENG,"AM,FW",22-201,90,48,37,10,2,0,0,6,0,6,3,1,0,33,1,4
Enzo Fernández,8,ar ARG,DM,23-311,90,62,57,5,2,1,1,3,0,3,2,0,0,50,0,0
Moisés Caicedo,25,ec ECU,DM,23-021,80,71,71,0,0,0,1,0,0,0,0,0,0,67,0,1
Roméo Lavia,45,be BEL,DM,20-322,10,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0
Marc Cucurella,3,es ESP,LB,26-124,90,65,56,9,2,0,0,2,7,0,0,0,0,53,0,2
Benoît Badiashile,5,fr FRA,CB,23-242,90,103,98,5,2,0,0,0,0,0,0,0,0,92,0,0
Levi Colwill,6,eng ENG,CB,21-271,90,93,92,1,1,0,0,1,0,0,0,0,0,84,0,0
Wesley Fofana,29,fr FRA,RB,23-342,90,74,60,14,5,0,0,0,9,0,0,0,0,66,0,0
Robert Sánchez,1,es ESP,GK,27-005,90,31,26,5,4,0,0,0,0,0,0,0,0,20,0,0
