Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Evanilson,9,br BRA,FW,25-013,81,0,0,0,2,2,0,0,0,0,1,0,0,2,0,1,0.0
Enes Ünal,26,tr TUR,FW,27-162,9,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,100.0
Antoine Semenyo,24,gh GHA,"LW,RW",24-286,90,1,0,0,3,0,1,2,1,0,0,0,0,3,0,4,0.0
Dango Ouattara,11,bf BFA,RW,22-251,62,0,0,0,1,0,0,8,0,2,0,0,0,1,1,4,20.0
Luis Sinisterra,17,co COL,LW,25-124,28,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,
Marcus Tavernier,16,eng ENG,AM,25-211,62,0,0,0,1,0,0,3,0,1,0,0,0,1,0,0,
Ryan Christie,10,sct SCO,DM,29-240,28,0,0,0,1,1,0,1,0,0,0,0,0,3,0,0,
Lewis Cook,4,eng ENG,DM,27-259,90,0,0,0,0,0,0,5,1,2,0,0,0,5,1,1,50.0
Alex Scott,8,eng ENG,DM,21-059,62,0,0,0,0,3,0,0,2,0,0,0,0,6,0,3,0.0
Justin Kluivert,19,nl NED,AM,25-167,28,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.0
Milos Kerkez,3,hu HUN,LB,20-347,90,0,0,0,1,1,0,2,0,0,0,0,0,6,0,1,0.0
Marcos Senesi,5,ar ARG,CB,27-162,90,0,0,0,0,2,0,1,1,4,0,0,0,5,5,2,71.4
Illia Zabarnyi,27,ua UKR,CB,22-048,90,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,100.0
Julian Araujo,22,mx MEX,RB,23-067,45,0,0,0,0,0,0,1,0,1,0,0,0,3,1,0,100.0
Adam Smith,15,eng ENG,RB,33-173,45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
Kepa Arrizabalaga,13,es ESP,GK,30-016,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
