Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Niclas Füllkrug,11,de GER,FW,31-321,67,16,0,0,12,4,1,16,0,0,,0,,8,25,6,0,1,0,2,1,15,0
Crysencio Summerville,7,nl NED,LM,23-057,23,7,0,0,2,5,1,7,1,1,100.0,0,0.0,5,27,20,0,1,0,0,0,6,2
Mohammed Kudus,14,gh GHA,"LM,RM",24-146,90,43,2,7,23,13,4,43,3,1,33.3,2,66.7,28,153,69,3,1,1,0,2,33,5
Carlos Soler,4,es ESP,CM,27-359,45,26,0,5,14,7,1,26,0,0,,0,,11,44,9,0,0,0,0,0,16,0
Edson Álvarez,19,mx MEX,CM,27-063,45,27,1,10,13,4,1,27,1,1,100.0,0,0.0,13,89,41,1,0,1,1,0,20,1
Tomáš Souček,28,cz CZE,CM,29-303,90,38,3,9,24,5,2,38,1,1,100.0,0,0.0,14,22,7,0,0,0,1,0,20,1
Jarrod Bowen,20,eng ENG,"RM,FW",28-006,90,43,1,2,18,23,9,43,1,0,0.0,1,100.0,28,265,177,6,3,4,5,4,35,3
Guido Rodríguez,24,ar ARG,DM,30-258,67,32,4,13,16,3,0,32,0,0,,0,,17,34,7,0,0,0,0,1,16,0
Aaron Cresswell,3,eng ENG,CB,35-011,23,15,1,8,6,1,0,15,0,0,,0,,7,16,6,0,0,0,0,0,7,0
Emerson Palmieri,33,it ITA,LB,30-145,87,60,4,22,25,13,0,60,2,0,0.0,2,100.0,34,233,121,2,0,0,0,0,38,1
Vladimír Coufal,5,cz CZE,RB,32-126,3,4,0,1,3,0,0,4,0,0,,0,,2,9,0,0,0,0,0,0,2,1
Max Kilman,26,eng ENG,CB,27-217,18,14,5,11,3,0,0,14,0,0,,0,,9,59,45,0,0,0,0,0,11,0
Jean-Clair Todibo,25,fr FRA,CB,24-362,72,49,6,28,17,4,1,49,1,0,0.0,1,100.0,24,124,51,0,0,0,0,1,23,0
Konstantinos Mavropanos,15,gr GRE,CB,27-015,90,55,16,42,13,1,0,55,0,0,,0,,30,164,44,0,0,0,0,0,33,0
Aaron Wan-Bissaka,29,eng ENG,"RB,LB",27-030,90,61,4,22,28,14,3,61,3,3,100.0,0,0.0,35,220,142,3,4,1,1,0,35,5
Łukasz Fabiański,1,pl POL,GK,39-252,35,20,17,20,0,0,0,20,1,1,100.0,0,0.0,15,91,60,0,0,0,0,0,12,0
Alphonse Areola,23,fr FRA,GK,31-303,55,34,29,34,0,0,0,34,0,0,,0,,22,117,81,0,0,0,0,0,18,0
