Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Erling Haaland,9,no NOR,FW,24-237,90,15,15,0,0,0,0,0,0,0,0,0,0,12,0,0
Jeremy Doku,11,be BEL,LW,22-292,90,29,29,0,0,0,0,2,0,0,0,0,0,20,0,0
Sávio,26,br BRA,RW,20-339,57,15,14,1,0,0,0,1,1,0,0,0,0,12,0,0
Bernardo Silva,20,pt POR,RW,30-217,18,13,12,1,1,0,0,2,0,0,0,0,0,10,0,1
Phil Foden,47,eng ENG,RW,24-291,15,10,10,0,0,0,0,0,0,0,0,0,0,8,0,0
Omar Marmoush,7,eg EGY,AM,26-036,85,28,28,0,0,1,0,1,0,0,0,0,0,22,0,0
Kevin De Bruyne,17,be BEL,AM,33-260,5,4,2,2,1,0,0,1,0,1,0,0,0,3,0,0
İlkay Gündoğan,19,de GER,DM,34-142,90,46,39,7,1,0,0,4,0,3,1,1,1,41,0,0
Nicolás González,14,es ESP,DM,23-071,90,62,62,0,0,0,0,0,0,0,0,0,0,52,0,0
Joško Gvardiol,24,hr CRO,LB,23-051,90,58,50,7,2,1,0,0,5,0,0,0,0,48,1,0
Rúben Dias,3,pt POR,CB,27-305,90,85,76,9,1,0,0,0,0,0,0,0,0,73,0,2
Abdukodir Khusanov,45,uz UZB,CB,21-014,90,67,65,2,1,0,0,0,1,0,0,0,0,60,0,0
Rico Lewis,82,eng ENG,RB,20-114,90,59,49,10,2,0,0,0,8,0,0,0,0,50,0,2
Stefan Ortega,18,de GER,GK,32-129,90,44,41,3,1,0,1,0,0,0,0,0,0,32,0,0
