Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Erling Haaland,9,no NOR,FW,24-237,90,26,1,1,13,12,5,25,4,1,25.0,3,75.0,12,30,2,0,0,0,1,1,15,1
Jeremy Doku,11,be BEL,LW,22-292,90,46,0,2,16,31,5,46,22,15,68.2,4,18.2,34,436,213,7,8,4,3,6,35,10
Sávio,26,br BRA,RW,20-339,57,24,0,1,12,12,3,24,4,2,50.0,2,50.0,15,117,49,1,1,1,1,2,16,9
Bernardo Silva,20,pt POR,RW,30-217,18,14,0,0,3,11,1,14,3,1,33.3,1,33.3,12,77,43,2,1,1,0,0,11,3
Phil Foden,47,eng ENG,RW,24-291,15,12,0,2,6,4,2,12,1,0,0.0,1,100.0,8,64,25,1,0,1,0,0,11,1
Omar Marmoush,7,eg EGY,AM,26-036,85,39,0,3,11,25,6,39,3,1,33.3,1,33.3,27,147,89,2,1,0,1,0,26,4
Kevin De Bruyne,17,be BEL,AM,33-260,5,4,0,0,2,3,0,4,1,0,0.0,0,0.0,2,42,33,1,0,0,0,0,2,1
İlkay Gündoğan,19,de GER,DM,34-142,90,54,1,8,23,23,4,54,0,0,,0,,26,123,68,2,1,0,1,0,33,2
Nicolás González,14,es ESP,DM,23-071,90,79,1,17,47,15,3,79,3,1,33.3,2,66.7,44,233,109,1,1,1,0,2,51,1
Joško Gvardiol,24,hr CRO,LB,23-051,90,76,4,19,46,11,0,76,1,0,0.0,0,0.0,42,182,89,3,1,0,1,1,47,3
Rúben Dias,3,pt POR,CB,27-305,90,90,11,27,57,6,2,90,0,0,,0,,60,342,216,4,2,0,0,0,68,0
Abdukodir Khusanov,45,uz UZB,CB,21-014,90,76,12,34,40,2,0,76,0,0,,0,,39,96,37,0,0,0,0,0,55,0
Rico Lewis,82,eng ENG,RB,20-114,90,70,2,23,31,17,0,70,0,0,,0,,29,143,72,0,1,0,0,1,39,1
Stefan Ortega,18,de GER,GK,32-129,90,47,36,46,1,0,0,47,0,0,,0,,29,142,89,0,0,0,0,0,29,0
