Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Evanilson,9,br BRA,FW,24-360,75,14,14,0,0,0,1,0,0,0,0,0,0,11,0,1
Enes Ünal,26,tr TUR,FW,27-143,15,4,4,0,0,0,0,1,0,0,0,0,0,3,0,0
Dango Ouattara,11,bf BFA,LW,22-232,60,17,16,1,0,0,1,2,1,0,0,0,0,8,0,1
Justin Kluivert,19,nl NED,FW,25-148,30,9,9,0,0,0,0,0,0,0,0,0,0,5,0,0
Antoine Semenyo,24,gh GHA,"RW,RM",24-267,88,21,18,3,0,0,0,0,3,0,0,0,0,18,0,0
Luis Sinisterra,17,co COL,RM,25-105,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Tavernier,16,eng ENG,"AM,LM",25-192,75,27,17,9,4,1,0,4,0,3,2,0,0,18,1,0
Alex Scott,8,eng ENG,LM,21-040,15,9,9,0,0,0,0,0,0,0,0,0,0,7,0,1
Ryan Christie,10,sct SCO,"DM,CM",29-221,90,37,37,0,0,0,0,0,0,0,0,0,0,31,0,1
Lewis Cook,4,eng ENG,"DM,CM",27-240,90,43,36,7,4,1,0,6,0,3,2,1,0,31,0,1
Milos Kerkez,3,hu HUN,LB,20-328,90,44,40,4,1,0,0,3,3,0,0,0,0,30,0,1
Marcos Senesi,5,ar ARG,CB,27-143,90,61,60,1,1,0,0,1,0,0,0,0,0,47,0,0
Illia Zabarnyi,27,ua UKR,CB,22-029,90,61,59,2,0,0,0,0,0,0,0,0,0,53,0,1
Adam Smith,15,eng ENG,RB,33-154,90,49,37,12,0,0,0,2,12,0,0,0,0,39,0,0
Kepa Arrizabalaga,13,es ESP,GK,29-363,90,24,20,4,2,0,0,0,0,0,0,0,0,20,0,0
