Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Chris Wood,11,nz NZL,FW,33-038,89,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Taiwo Awoniyi,9,ng NGA,FW,27-155,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Callum Hudson-Odoi,14,eng ENG,LW,24-068,82,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0
Jota Silva,20,pt POR,"RM,RW,LW",25-166,8,1,1,0,0,1,0,0,,0,0,0,0,0,1,1,0
Anthony Elanga,21,se SWE,"RW,LM,LW",22-262,90,1,1,1,0,0,0,0,,0,0,0,0,1,2,3,0
Morgan Gibbs-White,10,eng ENG,AM,24-353,89,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Morato,4,br BRA,"CB,AM",23-198,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Elliot Anderson,8,eng ENG,"DM,CM",22-069,90,4,2,3,1,0,3,3,100.0,0,3,1,2,1,5,8,0
Ryan Yates,22,eng ENG,DM,27-054,75,2,2,1,0,1,2,5,40.0,3,1,1,0,0,2,2,0
Nicolás Domínguez,16,ar ARG,"DM,CM",26-200,15,2,1,1,1,0,1,1,100.0,0,1,1,0,0,2,1,0
Neco Williams,7,wls WAL,LB,23-276,89,2,1,2,0,0,2,2,100.0,0,6,2,4,3,5,9,0
Álex Moreno,19,es ESP,LB,31-220,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Murillo,5,br BRA,CB,22-194,90,4,4,3,1,0,1,2,50.0,1,4,1,3,2,6,17,0
Nikola Milenković,31,rs SRB,CB,27-094,90,2,1,2,0,0,2,2,100.0,0,1,0,1,0,2,12,0
Ola Aina,34,ng NGA,RB,28-098,90,2,2,1,1,0,2,2,100.0,0,1,1,0,1,3,3,0
Matz Sels,26,be BEL,GK,32-323,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
