Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Chris Wood,11,nz NZL,FW,33-038,89,0,0,0,0,1,1,0,0,0,0,0,0,0,2,4,33.3
Taiwo Awoniyi,9,ng NGA,FW,27-155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
Callum Hudson-Odoi,14,eng ENG,LW,24-068,82,0,0,0,0,0,1,1,1,0,0,0,0,5,0,0,
Jota Silva,20,pt POR,"RM,RW,LW",25-166,8,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,33.3
Anthony Elanga,21,se SWE,"RW,LM,LW",22-262,90,0,0,0,0,1,0,4,1,1,0,0,0,5,2,3,40.0
Morgan Gibbs-White,10,eng ENG,AM,24-353,89,1,0,0,0,3,0,2,0,0,0,0,0,4,0,3,0.0
Morato,4,br BRA,"CB,AM",23-198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Elliot Anderson,8,eng ENG,"DM,CM",22-069,90,0,0,0,1,1,0,1,1,2,0,0,0,8,1,0,100.0
Ryan Yates,22,eng ENG,DM,27-054,75,1,0,0,4,2,0,0,0,2,0,0,0,4,0,1,0.0
Nicolás Domínguez,16,ar ARG,"DM,CM",26-200,15,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,50.0
Neco Williams,7,wls WAL,LB,23-276,89,0,0,0,0,1,0,0,3,1,0,0,0,1,0,2,0.0
Álex Moreno,19,es ESP,LB,31-220,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Murillo,5,br BRA,CB,22-194,90,0,0,0,0,0,0,0,2,4,0,0,0,7,0,0,
Nikola Milenković,31,rs SRB,CB,27-094,90,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,100.0
Ola Aina,34,ng NGA,RB,28-098,90,0,0,0,1,1,0,0,1,2,0,0,0,4,0,0,
Matz Sels,26,be BEL,GK,32-323,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
