Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Callum Hudson-Odoi,14,eng ENG,FW,24-149,90,48,46,2,0,1,2,4,0,0,0,0,0,39,0,1
Anthony Elanga,21,se SWE,FW,22-343,45,16,15,1,0,0,0,1,0,1,0,0,0,13,0,0
Jota Silva,20,pt POR,FW,25-247,45,11,11,0,0,0,0,0,0,0,0,0,0,9,0,0
Morgan Gibbs-White,10,eng ENG,AM,25-068,90,46,46,0,0,1,0,0,0,0,0,0,0,41,0,1
Elliot Anderson,8,eng ENG,CM,22-150,90,41,38,2,0,0,0,3,0,2,1,1,0,30,1,0
Ryan Yates,22,eng ENG,CM,27-135,90,39,35,4,3,0,0,0,0,0,0,0,0,35,0,0
Neco Williams,7,wls WAL,WB,23-357,90,45,44,1,0,0,0,7,0,1,0,1,0,36,0,2
Nicolás Domínguez,16,ar ARG,WB,26-281,73,33,29,3,0,0,0,0,3,0,0,0,0,26,1,1
Ramón Sosa,24,py PAR,WB,25-217,17,6,4,2,0,0,0,1,2,0,0,0,0,4,0,0
Murillo,5,br BRA,CB,22-275,90,53,49,2,2,0,1,1,0,0,0,0,0,42,2,0
Nikola Milenković,31,rs SRB,CB,27-175,90,30,30,0,0,0,0,0,0,0,0,0,0,24,0,0
Morato,4,br BRA,CB,23-279,74,20,18,2,0,1,0,0,2,0,0,0,0,17,0,0
Willy Boly,30,ci CIV,CB,34-061,16,9,9,0,0,0,0,0,0,0,0,0,0,7,0,0
Matz Sels,26,be BEL,GK,33-038,90,27,15,11,1,0,0,0,0,0,0,0,0,18,1,0
